Card,Row,Word,Tag 1,Colour,Difficulty,Length,Difficulty_total
102,2,NADINE GORDIMER,People and Characters,1,2.0,15.0,7.0
102,5,NETFLIX,Companies,1,1.0,7.0,7.0
103,5,FARGO,TV Show,1,3.0,5.0,9.0
103,3,LIONEL MESSI,People and Characters,1,1.0,12.0,9.0
103,2,PIKACHU,People and Characters,1,1.0,7.0,9.0
103,1,BARBECUE,Events,1,1.0,8.0,9.0
103,4,METAL GEAR SOLID,Games,1,3.0,16.0,9.0
104,1,SPIDER-MAN,Movies,1,1.0,10.0,8.0
104,2,RUSSIAN ROULETTE,Games,1,2.0,,8.0
104,4,CHARLIE CHAPLIN,People and Characters,1,2.0,15.0,8.0
104,3,WOOLWORTHS,Companies,1,1.0,10.0,8.0
104,5,GODS MUST BE CRAZY,Movies,1,2.0,18.0,8.0
105,2,FEAR FACTOR,TV Show,1,1.0,11.0,9.0
105,1,RYAN HIGA,People and Characters,1,3.0,9.0,9.0
105,3,WATERMELON SUGAR HIGH,Music,1,2.0,21.0,9.0
105,4,FOUR CORNERS,Movies,1,2.0,12.0,9.0
105,5,MCDONALD'S,Companies,1,1.0,10.0,9.0
106,3,*WALKING*,Actions,1,1.0,9.0,8.0
106,5,JEANNIE D,People and Characters,1,2.0,9.0,8.0
106,1,MINECRAFT,Games,1,2.0,9.0,8.0
106,2,NASPERS,Companies,1,2.0,7.0,8.0
106,4,MADONNA,People and Characters,1,1.0,7.0,8.0
107,3,TRIATHLON,Sports,1,2.0,9.0,7.0
107,2,RAMADAN,Events,1,1.0,7.0,7.0
107,1,3D PRINTING,Technology,1,2.0,11.0,7.0
107,5,BOHEMIAN RHAPSODY,Movies,1,1.0,17.0,7.0
107,4,LOVE ISLAND,TV Show,1,1.0,11.0,7.0
108,4,SAUDI ARAMCO,Companies,1,3.0,12.0,8.0
108,5,HOUSE OF CARDS,TV Show,1,2.0,14.0,8.0
108,3,SATELLITE,Technology,1,1.0,9.0,8.0
108,1,DUNE 2,Movies,1,1.0,6.0,8.0
108,2,SUPER MARIO BROS.,Games,1,1.0,17.0,8.0
109,5,*TYPING*,Actions,1,1.0,8.0,7.0
109,3,CARTE BLANCHE,TV Show,1,1.0,13.0,7.0
109,4,NOOT VIR NOOT,TV Show,1,2.0,13.0,7.0
109,2,CHICKEN BILTONG,Food and Drink,1,1.0,15.0,7.0
109,1,GENC,TV Show,1,2.0,4.0,7.0
110,5,DURBAN JULY,Events,1,3.0,11.0,9.0
110,4,DALA WHAT YOU MUST,Culture,1,1.0,18.0,9.0
110,3,NOKIA ,Companies,1,1.0,,9.0
110,2,ALTERED CARBON,TV Show,1,3.0,14.0,9.0
110,1,HONDA,Companies,1,1.0,5.0,9.0
112,2,LET IT BURN,Music,1,1.0,11.0,9.0
112,3,ROCKY AUR RANI KI PREM KAHANI,Movies,1,3.0,29.0,9.0
112,1,PAUL KAGAME,People and Characters,1,2.0,11.0,9.0
112,4,BILLIE JEAN KING,People and Characters,1,2.0,16.0,9.0
112,5,TAMAGOTCHI,Things,1,1.0,10.0,9.0
113,5,CAPE TOWN DANCE FESTIVAL,Events,1,2.0,24.0,8.0
113,4,HIGGS BOSON,Technology,1,2.0,11.0,8.0
113,1,RON WEASLEY,People and Characters,1,1.0,11.0,8.0
113,2,KHOI AND SAN,People and Characters,1,2.0,12.0,8.0
113,3,WATER POLO,Sports,1,1.0,10.0,8.0
114,2,DAY OF THE DEAD,Events,1,2.0,15.0,8.0
114,1,ACHY BREAKY HEART,Music,1,1.0,17.0,8.0
114,3,KISS ME THRU THE PHONE,Music,1,1.0,22.0,8.0
114,4,OPPENHEIMER,Movies,1,2.0,11.0,8.0
114,5,INSIDE OUT,Movies,1,2.0,10.0,8.0
115,3,CHRIS HANI,People and Characters,1,2.0,10.0,9.0
115,2,SAFFRON,Food and Drink,1,1.0,7.0,9.0
115,5,IMAM HARON,People and Characters,1,2.0,10.0,9.0
115,1,SARAFINA,Movies,1,2.0,8.0,9.0
115,4,COLDPLAY,People and Characters,1,2.0,8.0,9.0
116,2,SHERLOCK,TV Show,1,2.0,8.0,9.0
116,1,BOER MAAK 'N PLAN,Culture,1,1.0,17.0,9.0
116,3,PRONUTRO,Food and Drink,1,2.0,8.0,9.0
116,5,HELEN SUZMAN,People and Characters,1,2.0,12.0,9.0
116,4,KLEIN KAROO,Geography,1,2.0,11.0,9.0
117,4,WATCH ME NAE NAE,Music,1,1.0,16.0,8.0
117,5,NOOIT,Culture,1,2.0,5.0,8.0
117,2,*BLOWING*,Actions,1,2.0,9.0,8.0
117,1,YEBO YES,Culture,1,2.0,8.0,8.0
117,3,KFC,Companies,1,1.0,3.0,8.0
119,1,FROZEN,Movies,1,1.0,6.0,8.0
119,2,WALES,Geography,1,1.0,5.0,8.0
119,4,FRIDAY THE THIRTEENTH,Movies,1,2.0,21.0,8.0
119,3,PADKOS,Culture,1,2.0,6.0,8.0
119,5,HANUKKAH,Events,1,2.0,8.0,8.0
120,1,RED ROVER,Games,1,2.0,9.0,9.0
120,2,*FLYING*,Actions,1,1.0,8.0,9.0
120,3,OOPS!... I DID IT AGAIN,Music,1,1.0,23.0,9.0
120,4,SHEIKH HASINA,People and Characters,1,3.0,13.0,9.0
120,5,FRESHLYGROUND,People and Characters,1,2.0,13.0,9.0
123,2,ALADDIN,Movies,1,1.0,7.0,9.0
123,3,INDUSTRIAL REVOLUTION,History,1,2.0,21.0,9.0
123,1,BALKAN WARS,History,1,3.0,11.0,9.0
123,4,DISCOVERY CHANNEL,TV Show,1,1.0,17.0,9.0
123,5,VLADIMIR LENIN,People and Characters,1,2.0,14.0,9.0
125,4,DONALD BRADMAN,People and Characters,1,3.0,14.0,9.0
125,2,JEEP,People and Characters,1,1.0,4.0,9.0
125,3,CORAL REEF,Nature,1,1.0,10.0,9.0
125,1,TRIVIAL PURSUIT,Games,1,3.0,15.0,9.0
125,5,WNBA,People and Characters,1,1.0,4.0,9.0
126,3,TOP CHEF,TV Show,1,2.0,8.0,8.0
126,2,SCORPIONS,Companies,1,1.0,9.0,8.0
126,1,ENGLAND,geography,1,1.0,7.0,8.0
126,4,MONKEY D. LUFFY,People and Characters,1,2.0,15.0,8.0
126,5,CHEESE BOY,Culture,1,2.0,10.0,8.0
127,5,WALL-E,Movies,1,2.0,6.0,9.0
127,3,MALAYSIA,Geography,1,1.0,8.0,9.0
127,2,DANJA SAUSAGE,Food and Drink,1,2.0,13.0,9.0
127,1,MARDI GRAS,Events,1,2.0,10.0,9.0
127,4,SHAKA,People and Characters,1,2.0,5.0,9.0
128,1,HUMAN RIGHTS DAY ,Events,1,1.0,17.0,7.0
128,5,BEAUTY AND THE BEAST,Movies,1,1.0,20.0,7.0
128,2,YMCA,Music,1,1.0,4.0,7.0
128,3,TIMOTHÉE CHALAMET,People and Characters,1,2.0,17.0,7.0
128,4,BRAAIBROODJIES,Food and Drink,1,2.0,14.0,7.0
129,1,FIJI,Geography,1,2.0,4.0,9.0
129,2,JUMPER,Movies,1,2.0,6.0,9.0
129,3,DARK SOULS,Games,1,3.0,10.0,9.0
129,4,MR BONES,Movies,1,1.0,8.0,9.0
129,5,UNO,Games,1,1.0,3.0,9.0
130,5,LEWIS HAMILTON,People and Characters,1,1.0,14.0,8.0
130,1,MATT DAMON,People and Characters,1,1.0,10.0,8.0
130,4,OSLO,Geography,1,2.0,4.0,8.0
130,3,BOSTON,Geography,1,2.0,6.0,8.0
130,2,RONDAVEL,Culture,1,2.0,8.0,8.0
131,2,TWILIGHT ZONE,TV Show,1,3.0,13.0,9.0
131,4,ELECTRIC DAISY CARNIVAL,Events,1,2.0,23.0,9.0
131,1,E.TV,TV Show,1,1.0,4.0,9.0
131,5,INDEPENDENCE DAY,Events,1,2.0,16.0,9.0
131,3,*KICKING*,Actions,1,1.0,9.0,9.0
132,3,MOHAMED SALAH,People and Characters,1,2.0,13.0,9.0
132,1,GLASGOW,Geography,1,2.0,7.0,9.0
132,4,DRAGONBALL DURAG,Music,1,3.0,16.0,9.0
132,2,THE UMBRELLA ACADEMY,TV Show,1,1.0,20.0,9.0
132,5,BOET,Culture,1,1.0,4.0,9.0
133,4,THE AVENGERS,Movies,1,1.0,12.0,8.0
133,5,LUCKY STAR,Food and Drink,1,2.0,10.0,8.0
133,2,ALFREDO BOWMAN,People and Characters,1,3.0,14.0,8.0
133,1,*WASHING*,Actions,1,1.0,9.0,8.0
133,3,THE GOOD DOCTOR,TV Show,1,1.0,15.0,8.0
134,1,STAR WARS,Movies,1,1.0,9.0,8.0
134,2,THE WRIGHT BROTHERS,People and Characters,1,2.0,19.0,8.0
134,4,EASTER MONDAY,Events,1,1.0,13.0,8.0
134,5,KIMCHI,Food and Drink,1,2.0,6.0,8.0
134,3,DESPACITO,Music,1,2.0,9.0,8.0
135,5,LESOTHO,Geography,1,1.0,7.0,7.0
135,2,ZOE SALDANA,People and Characters,1,2.0,11.0,7.0
135,4,JOHANNESBURG,Geography,1,1.0,12.0,7.0
135,1,"KAPTEIN, VAN DIE SAILOR ",Music,1,1.0,24.0,7.0
135,3,THE APOSTLES,People and Characters,1,2.0,12.0,7.0
136,1,KWAITO,Culture,1,2.0,6.0,9.0
136,3,RED PANDA,Animals,1,1.0,9.0,9.0
136,2,MAGNUM OPUS,Language and Literature ,1,3.0,11.0,9.0
136,4,PLATYPUS,Animals,1,2.0,8.0,9.0
136,5,UBUNTU,Culture,1,1.0,6.0,9.0
141,5,"BAA, BAA, BLACK SHEEP",Music,1,1.0,21.0,7.0
141,2,MARK SHUTTLEWORTH,People and Characters,1,1.0,17.0,7.0
141,4,TATA MA CHANCE! TATA MA MILLIONS,Culture,1,2.0,32.0,7.0
141,1,KEANU REEVES,People and Characters,1,1.0,12.0,7.0
141,3,RADISH,Food and Drink,1,2.0,6.0,7.0
142,3,LONG WALK TO FREEDOM,Movies,1,1.0,20.0,7.0
142,4,TYLA,People and Characters,1,1.0,4.0,7.0
142,1,NOKIA 3310,Technology,1,1.0,10.0,7.0
142,5,GRAND BUDAPEST HOTEL,Movies,1,3.0,20.0,7.0
142,2,HARRY POTTER AND THE SORCERER'S STONE,Movies,1,1.0,37.0,7.0
144,5,USAIN BOLT,People and Characters,1,1.0,10.0,8.0
144,4,NELLY FURTADO,People and Characters,1,2.0,13.0,8.0
144,2,EVERY BREATH YOU TAKE,Music,1,1.0,21.0,8.0
144,1,POKEMON,TV Show,1,1.0,7.0,8.0
144,3,GRILLERS,Language and Literature ,1,3.0,8.0,8.0
