Card,Row,Word,Tag 1,Colour,Difficulty,Length,Difficulty_total
85,2,TREVOR NOAH,People and Characters,1,1.0,11.0,10.0
86,1,JEANNIE D,People and Characters,1,2.0,9.0,12.0
86,2,KABHI KUSHI KABHI GHAM,Movies,1,3.0,22.0,12.0
86,5,KING OF THE HILL,TV Show,1,2.0,16.0,12.0
86,3,VIRTUAL PRIVATE NETWORK,Technology,1,3.0,23.0,12.0
86,4,DESPACITO,Music,1,2.0,9.0,12.0
87,2,AUDREY HEPBURN,People and Characters,1,3.0,14.0,12.0
87,4,JON JONES,People and Characters,1,2.0,9.0,12.0
87,1,BLACK MIRROR,TV Show,1,2.0,12.0,12.0
87,5,GLASGOW,Geography,1,2.0,7.0,12.0
87,3,CTEMF,Events,1,3.0,5.0,12.0
88,2,*RUNNING*,Actions,1,1.0,9.0,9.0
88,3,DURBAN JULY,Events,1,3.0,11.0,9.0
88,1,DSTV DECODER,Things,1,1.0,12.0,9.0
88,5,CITY OF GOD,Movies,1,2.0,11.0,9.0
88,4,STAR TREK,TV Show,1,2.0,9.0,9.0
89,2,WORLD WIDE WEB,Technology,1,1.0,14.0,9.0
89,5,ZAPIRO,People and Characters,1,2.0,6.0,9.0
89,1,HOME ALONE,Movies,1,2.0,10.0,9.0
89,4,STEP BROTHERS ,Movies,1,1.0,14.0,9.0
89,3,AINSLEY HARRIOTT,People and Characters,1,3.0,16.0,9.0
90,1,JENNIFER LAWRENCE,People and Characters,1,2.0,17.0,9.0
90,3,GOHAN,People and Characters,1,1.0,5.0,9.0
90,5,GEM SQUASH,Food and Drink,1,3.0,10.0,9.0
90,4,PLUTO,Geography,1,1.0,5.0,9.0
90,2,DEVIL WEARS PRADA ,Movies,1,2.0,18.0,9.0
91,5,NOKIA 3310,Technology,1,1.0,10.0,8.0
91,1,HAKUNA MUTATA,Language and Literature ,1,2.0,13.0,8.0
91,2,ZUCCHINI,Food and Drink,1,2.0,8.0,8.0
91,3,DEXTER,TV Show,1,2.0,6.0,8.0
91,4,SCORPIONS,Companies,1,1.0,9.0,8.0
92,2,AG NEE MAN,Culture,1,1.0,10.0,7.0
92,5,BEN 10,TV Show,1,1.0,6.0,7.0
92,4,BEAUTY AND THE BEAST,Movies,1,1.0,20.0,7.0
92,1,TIMOTHÉE CHALAMET,People and Characters,1,2.0,17.0,7.0
92,3,HARVEST FESTIVAL,Events,1,2.0,16.0,7.0
93,3,ASIMBONANGA,Music,1,3.0,11.0,8.0
93,2,THE PENGUIN,TV Show,1,1.0,11.0,8.0
93,5,DARK KNIGHT ,Movies,1,1.0,12.0,8.0
93,4,POTATO WARRAS,Food and Drink,1,2.0,13.0,8.0
93,1,WATCH ME NAE NAE,Music,1,1.0,16.0,8.0
94,3,PAUL KAGAME,People and Characters,1,2.0,11.0,8.0
94,1,GOOD FRIDAY,Events,1,1.0,11.0,8.0
94,4,SMOSH,People and Characters,1,3.0,5.0,8.0
94,2,EASTER MONDAY,Events,1,1.0,13.0,8.0
94,5,BOKKE,Culture,1,1.0,5.0,8.0
95,4,PATRICIA DE LILLE,People and Characters,1,2.0,17.0,9.0
95,3,*WASHING*,Actions,1,1.0,9.0,9.0
95,2,GLOBAL WARMING,Events,1,1.0,14.0,9.0
95,5,DURAN DURAN,Music,1,2.0,11.0,9.0
95,1,SACHIN TENDULKAR,People and Characters,1,3.0,16.0,9.0
96,3,MOMENTUM,Math and Science,1,1.0,8.0,7.0
96,2,GENC,TV Show,1,2.0,4.0,7.0
96,4,AND UNITED WE SHALL STAND,Music,1,1.0,25.0,7.0
96,1,DAISIES,Events,1,1.0,7.0,7.0
96,5,BLONDIE,People and Characters,1,2.0,7.0,7.0
97,1,BAYWATCH,Movies,1,1.0,8.0,7.0
97,3,"BET ON IT, BET ON IT",Music,1,2.0,20.0,7.0
97,2,AMERICAN IDOL,TV Show,1,1.0,13.0,7.0
97,5,VALENTINE'S DAY,Events,1,1.0,15.0,7.0
97,4,FERGIE,People and Characters,1,2.0,6.0,7.0
98,2,LANCE ARMSTRONG,People and Characters,1,1.0,15.0,8.0
98,5,MICROPHONE,Things,1,1.0,10.0,8.0
98,4,DAVID KRAMER,People and Characters,1,2.0,12.0,8.0
98,1,CLUEDO,Games,1,2.0,6.0,8.0
98,3,MORSE CODE,Technology,1,2.0,10.0,8.0
99,2,BRIDGET JONES'S DIARY,Movies,1,2.0,21.0,9.0
99,1,RYAN REYNOLDS,People and Characters,1,1.0,13.0,9.0
99,3,CAPE TOWN DANCE FESTIVAL,Events,1,2.0,24.0,9.0
99,5,WNBA,People and Characters,1,1.0,4.0,9.0
99,4,IN THE 18 AREA,Music,1,3.0,14.0,9.0
100,4,SPIDER-MAN,Movies,1,1.0,10.0,10.0
100,3,CABER TOSSING,Sports,1,3.0,13.0,10.0
100,5,THE LAST OF US,Games,1,3.0,14.0,10.0
100,1,AB DE VILLIERS,People and Characters,1,2.0,14.0,10.0
100,2,MATT DAMON,People and Characters,1,1.0,10.0,10.0
101,4,DECIMALS,Math and Science,1,1.0,8.0,9.0
101,1,ZENDAYA,People and Characters,1,2.0,7.0,9.0
101,5,MANSA MUSA,People and Characters,1,2.0,10.0,9.0
101,3,ISMAËL LÔ,Music,1,3.0,9.0,9.0
101,2,FETA,Food and Drink,1,1.0,4.0,9.0
102,5,COMMUNITY,TV Show,1,2.0,9.0,9.0
102,2,MEXICO,Geography,1,1.0,6.0,9.0
102,3,HUMMUS,Food and Drink,1,1.0,6.0,9.0
102,1,CHESS BOXING,Sports,1,2.0,12.0,9.0
102,4,SIMONE BILES,People and Characters,1,3.0,12.0,9.0
103,3,CRAYFISH CURRY,Food and Drink,1,2.0,14.0,11.0
103,4,DASSIE,Culture,1,1.0,6.0,11.0
103,5,ALL I WANT FOR CHRISTMAS IS YOU,Music,1,2.0,31.0,11.0
103,1,MAMPARA,Culture,1,3.0,7.0,11.0
103,2,ANDON CORD,Things,1,3.0,10.0,11.0
104,1,NOOIT,Culture,1,2.0,5.0,11.0
104,3,BASTILLE DAY,Events,1,3.0,12.0,11.0
104,5,DANIEL CRAIG,People and Characters,1,2.0,12.0,11.0
104,4,THE BIG HOLE ,Geography,1,1.0,13.0,11.0
104,2,CRYPTOGRAPHY,Technology,1,3.0,12.0,11.0
105,4,JEEP,People and Characters,1,1.0,4.0,7.0
105,2,BODY IS A WONDERLAND,Music,1,3.0,20.0,7.0
105,5,RED PANDA,Animals,1,1.0,9.0,7.0
105,1,MARK SHUTTLEWORTH,People and Characters,1,1.0,17.0,7.0
105,3,ON-ON,Games,1,1.0,5.0,7.0
106,5,BOILEROOM,TV Show,1,2.0,9.0,11.0
106,3,BRAAIBROODJIES,Food and Drink,1,2.0,14.0,11.0
106,2,NADIA COMANECI,People and Characters,1,2.0,14.0,11.0
106,4,FIREFLY,TV Show,1,2.0,7.0,11.0
106,1,SHISA NYAMA,Food and Drink,1,3.0,11.0,11.0
107,5,TOKOLOSHE,Culture,1,2.0,9.0,10.0
107,1,FIRSTRAND,Companies,1,2.0,9.0,10.0
107,4,SCOOBY-DOO,TV Show,1,2.0,10.0,10.0
107,2,RUSSIAN ROULETTE,Games,1,2.0,,10.0
107,3,GET OUT,Movies,1,2.0,7.0,10.0
108,5,WINDSURFING,Sports,1,1.0,11.0,9.0
108,3,PIETER GROENEWALD,People and Characters,1,3.0,17.0,9.0
108,4,WORDS WITH FRIENDS,Games,1,2.0,18.0,9.0
108,1,HAN SOLO,People and Characters,1,2.0,8.0,9.0
108,2,BOEREWORS,Food and Drink,1,1.0,9.0,9.0
109,3,DALA WHAT YOU MUST,Culture,1,1.0,18.0,11.0
109,1,ONE-PUNCH MAN,TV Show,1,2.0,6.0,11.0
109,5,DIGITAL TWINS,Technology,1,3.0,13.0,11.0
109,4,TOM HOLLAND,People and Characters,1,2.0,11.0,11.0
109,2,TWILIGHT ZONE,TV Show,1,3.0,13.0,11.0
110,2,CAPITEC,Companies,1,1.0,7.0,7.0
110,5,WIMPY,Companies,1,1.0,5.0,7.0
110,1,DEMON SLAYER,TV Show,1,2.0,12.0,7.0
110,4,WINSTON CHURCHILL,People and Characters,1,1.0,17.0,7.0
110,3,BLINK 182,People and Characters,1,2.0,9.0,7.0
111,5,TOY STORY,Movies,1,1.0,9.0,9.0
111,2,DRAGON PRINCE,TV Show,1,2.0,13.0,9.0
111,1,*SURFING*,Actions,1,1.0,9.0,9.0
111,4,PRISON BREAK,TV Show,1,2.0,12.0,9.0
111,3,GRILLERS,Language and Literature ,1,3.0,8.0,9.0
112,4,ROCKY AUR RANI KI PREM KAHANI,Movies,1,3.0,29.0,12.0
112,2,NARCOS,TV Show,1,3.0,6.0,12.0
112,1,LAAITIE,Culture,1,1.0,7.0,12.0
112,5,SARMIE,Culture,1,3.0,6.0,12.0
112,3,HURT SO BAD ,Music,1,2.0,12.0,12.0
113,1,DISTRICT 9,Movies,1,2.0,10.0,11.0
113,5,WESTWORLD,TV Show,1,3.0,9.0,11.0
113,4,DIWALI,Events,1,1.0,6.0,11.0
113,3,ARMADILLO,Animals,1,2.0,9.0,11.0
113,2,KAT AND THE KINGS,Movies,1,3.0,17.0,11.0
114,2,SANGOMA,Culture,1,2.0,7.0,11.0
114,1,CASEY NEISTAT,People and Characters,1,2.0,13.0,11.0
114,5,MOHAMED SALAH,People and Characters,1,2.0,13.0,11.0
114,4,NELLY FURTADO,People and Characters,1,2.0,13.0,11.0
114,3,ANUNNAKI,People and Characters,1,3.0,8.0,11.0
115,4,VASELINE,Companies,1,1.0,8.0,9.0
115,5,QUIDDITCH,Sports,1,2.0,9.0,9.0
115,3,TOM BRADY,People and Characters,1,3.0,9.0,9.0
115,1,SISTER BETTINA,Music,1,1.0,14.0,9.0
115,2,VOLLEYBALL,Sports,1,2.0,10.0,9.0
116,2,BEAUTIFUL GIRL,Music,1,2.0,14.0,10.0
116,1,CHESTER WILLIAMS,People and Characters,1,2.0,16.0,10.0
116,3,CLICKS,Companies,1,1.0,6.0,10.0
116,5,CURB YOUR ENTHUSIASM,TV Show,1,3.0,20.0,10.0
116,4,COSATU,People and Characters,1,2.0,6.0,10.0
117,5,GOOD PLACE,TV Show,1,2.0,10.0,10.0
117,4,MAGNUM OPUS,Language and Literature ,1,3.0,11.0,10.0
117,1,KANTO EARTHQUAKE,History,1,2.0,16.0,10.0
117,2,CHEERS,Language and Literature ,1,1.0,6.0,10.0
117,3,ONE FLEW OVER THE CUCKOO'S NEST,Movies,1,2.0,31.0,10.0
118,1,STETHOSCOPE,Things,1,2.0,11.0,11.0
118,5,SWEET LIFE,Music,1,2.0,10.0,11.0
118,3,MANTIS SHRIMP,Animals,1,3.0,13.0,11.0
118,4,PEGASUS,Companies,1,1.0,7.0,11.0
118,2,SWORD ART ONLINE,TV Show,1,3.0,16.0,11.0
119,5,ARTIFICIAL INTELLIGENCE,Technology,1,1.0,23.0,11.0
119,2,TIRAMISU,Food and Drink,1,3.0,8.0,11.0
119,4,FRUITY LOOPS,Music,1,3.0,12.0,11.0
119,1,CHRIS HEMSWORTH,People and Characters,1,2.0,15.0,11.0
119,3,BADMINTON,Sports,1,2.0,9.0,11.0
120,1,ANDY WARHOL,People and Characters,1,3.0,11.0,10.0
120,2,SEINFELD,TV Show,1,3.0,8.0,10.0
120,3,MIMOSA,Food and Drink,1,2.0,6.0,10.0
120,4,HALLOWEEN,Events,1,1.0,9.0,10.0
120,5,JELLY TOTS,Food and Drink,1,1.0,10.0,10.0
121,4,FYNBOS,Culture,1,1.0,6.0,7.0
121,3,JOHNNY DEPP,People and Characters,1,1.0,11.0,7.0
121,2,THE INCREDIBLES,Movies,1,1.0,15.0,7.0
121,1,MONKEY D. LUFFY,People and Characters,1,2.0,15.0,7.0
121,5,TAEKWONDO,Sports,1,2.0,9.0,7.0
122,1,STREET FIGHTER ,Games,1,1.0,15.0,7.0
122,5,MARK RUFFALO,People and Characters,1,2.0,12.0,7.0
122,2,THE GOOD DOCTOR,TV Show,1,1.0,15.0,7.0
122,3,EINA MALÈNA,Culture,1,2.0,11.0,7.0
122,4,FIRST NATIONAL BANK,Companies,1,1.0,19.0,7.0
123,4,TIGER WOODS,People and Characters,1,1.0,11.0,7.0
123,1,ALL THE SINGLE LADIES,Music,1,1.0,21.0,7.0
123,5,GANGNAM STYLE,Music,1,1.0,13.0,7.0
123,2,SISTERHOOD OF THE TRAVELING PANTS,Movies,1,2.0,33.0,7.0
123,3,ST. PATRICK'S DAY,Events,1,2.0,17.0,7.0
124,1,FRIDAY THE THIRTEENTH,Movies,1,2.0,21.0,9.0
124,4,FERNANDO ALONSO,People and Characters,1,3.0,15.0,9.0
124,2,KISS ME THRU THE PHONE,Music,1,1.0,22.0,9.0
124,5,VAPE,Things,1,1.0,4.0,9.0
124,3,30 ROCK,TV Show,1,2.0,7.0,9.0
125,4,OZARK,TV Show,1,3.0,5.0,10.0
125,2,PRESSURE COOKER,Things,1,2.0,15.0,10.0
125,5,EID AL-FITR,Events,1,2.0,11.0,10.0
125,1,THE AVENGERS,Movies,1,1.0,12.0,10.0
125,3,OSLO,Geography,1,2.0,4.0,10.0
126,5,AMASIE,Food and Drink,1,3.0,6.0,8.0
126,1,MALAYSIA,Geography,1,1.0,8.0,8.0
126,4,SARAFINA,Movies,1,2.0,8.0,8.0
126,3,DISCOVERY CHANNEL,TV Show,1,1.0,17.0,8.0
126,2,DURBAN,Geography,1,1.0,6.0,8.0
127,5,CALL OF DUTY,Games,1,2.0,12.0,9.0
127,3,DONALD BRADMAN,People and Characters,1,3.0,14.0,9.0
127,2,HOWL'S MOVING CASTLE,TV Show,1,2.0,20.0,9.0
127,1,GODFATHER,Movies,1,1.0,9.0,9.0
127,4,KANYE WEST,People and Characters,1,1.0,10.0,9.0
128,2,HIGH SCHOOL MUSICAL 3,Movies,1,1.0,21.0,10.0
128,1,ALFREDO BOWMAN,People and Characters,1,3.0,14.0,10.0
128,5,BORIS JOHNSON,People and Characters,1,2.0,13.0,10.0
128,4,YEBO YES,Culture,1,2.0,8.0,10.0
128,3,KUCH KUCH HOTA HAI,Movies,1,2.0,18.0,10.0
129,2,WE ARE THE CHAMPIONS,Music,1,1.0,20.0,7.0
129,1,JAN SMUTS,People and Characters,1,2.0,9.0,7.0
129,5,X-FILES,TV Show,1,2.0,7.0,7.0
129,3,YMCA,Music,1,1.0,4.0,7.0
129,4,7DE LAAN,TV Show,1,1.0,8.0,7.0
130,1,BRAAI DAY,Events,1,1.0,9.0,9.0
130,4,RENAULT,Companies,1,2.0,,9.0
130,5,CHAMPAGNE PAPI,People and Characters,1,2.0,14.0,9.0
130,3,LOGAN PAUL,People and Characters,1,2.0,10.0,9.0
130,2,FAIRY TAIL,TV Show,1,2.0,10.0,9.0
131,2,DEEZER,Companies,1,3.0,6.0,8.0
131,4,ONE PIECE,TV Show,1,2.0,9.0,8.0
131,1,*MEXICAN WAVE*,Actions,1,1.0,14.0,8.0
131,5,SHOPRITE,Companies,1,1.0,8.0,8.0
131,3,CAPE TOWN KLOPSE,Culture,1,1.0,16.0,8.0
132,4,AHMED KATHRADA,People and Characters,1,3.0,14.0,10.0
132,1,V FOR VENDETTA,Movies,1,2.0,14.0,10.0
132,3,THEY NOT LIKE US,Music,1,2.0,16.0,10.0
132,2,DIE HARD,Movies,1,2.0,8.0,10.0
132,5,LESOTHO,Geography,1,1.0,7.0,10.0
133,5,SOUTH PARK,TV Show,1,1.0,10.0,8.0
133,4,ADVENTURE TIME,TV Show,1,2.0,14.0,8.0
133,3,WHAT THE FRIKKADEL,Culture,1,2.0,18.0,8.0
133,1,TWISTER,Games,1,1.0,7.0,8.0
133,2,IMAGINE ALL THE PEOPLE,Music,1,2.0,22.0,8.0
134,3,"HARDER, BETTER, FASTER, STRONGER",Music,1,1.0,32.0,8.0
134,4,HITCHHIKER'S GUIDE TO GALAXY,Language and Literature ,1,2.0,28.0,8.0
134,2,MARNUS LABUSCHAGNE,People and Characters,1,3.0,18.0,8.0
134,1,SELLOTAPE,Things,1,1.0,9.0,8.0
134,5,TERMINATOR,Movies,1,1.0,10.0,8.0
135,3,KOEKSISTERS,Culture,1,1.0,11.0,7.0
135,4,NEW YORK,Geography,1,1.0,8.0,7.0
135,1,NEON GENESIS EVANGELION,TV Show,1,3.0,23.0,7.0
135,5,TOYOTA,Companies,1,1.0,6.0,7.0
135,2,WATER POLO,Sports,1,1.0,10.0,7.0
136,4,TOMORROWLAND,Events,1,3.0,12.0,11.0
136,2,NETHERLANDS,Geography,1,2.0,11.0,11.0
136,5,*BLOWING*,Actions,1,2.0,9.0,11.0
136,1,NOOT VIR NOOT,TV Show,1,2.0,13.0,11.0
136,3,CHANEL,Companies,1,2.0,6.0,11.0
137,1,SUPEREGO,Music,1,3.0,8.0,9.0
137,5,TED TALKS,TV Show,1,2.0,9.0,9.0
137,2,BOSTON,Geography,1,2.0,6.0,9.0
137,4,EVERY BREATH YOU TAKE,Music,1,1.0,21.0,9.0
137,3,RUBIK'S CUBE,Things,1,1.0,12.0,9.0
138,5,WOODY ALLEN,People and Characters,1,2.0,11.0,6.0
138,1,*HITCHHIKING*,Actions,1,1.0,13.0,6.0
138,3,BBC,TV Show,1,1.0,3.0,6.0
138,2,RON WEASLEY,People and Characters,1,1.0,11.0,6.0
138,4,CINDERELLA,Movies,1,1.0,10.0,6.0
139,5,MOZZARELLA,Food and Drink,1,1.0,10.0,5.0
139,1,JOHANNESBURG,Geography,1,1.0,12.0,5.0
139,3,MR BONES,Movies,1,1.0,8.0,5.0
139,2,BLUE CHEESE,Food and Drink,1,1.0,11.0,5.0
139,4,HELEN ZILLE,People and Characters,1,1.0,11.0,5.0
140,3,MTN,Companies,1,1.0,3.0,9.0
140,4,MOPARKS,Companies,1,2.0,7.0,9.0
140,5,KOBE BRYANT,People and Characters,1,1.0,11.0,9.0
140,1,BOKKOMS,Food and Drink,1,3.0,7.0,9.0
140,2,"NO WOMAN, NO CRY",Music,1,2.0,16.0,9.0
141,5,HAPPY BIRTHDAY TO YOU,Music,1,1.0,21.0,9.0
141,2,MONOPOLY,Games,1,1.0,8.0,9.0
141,4,TRAPPE VAN VERGELYKING,Language and Literature ,1,1.0,22.0,9.0
141,1,INDABA,Culture,1,3.0,6.0,9.0
141,3,CARELESS WHISPER,Music,1,3.0,16.0,9.0
142,3,MET EISH BRA,Culture,1,2.0,12.0,10.0
142,2,SCHABIR SHAIK,People and Characters,1,2.0,13.0,10.0
142,4,THE ELDER SCROLLS,Games,1,2.0,17.0,10.0
142,5,ALAN TURING,People and Characters,1,3.0,11.0,10.0
142,1,SUPER MARIO BROS.,Games,1,1.0,17.0,10.0
143,2,ARISTOTLE,People and Characters,1,3.0,9.0,12.0
143,4,ZOE SALDANA,People and Characters,1,2.0,11.0,12.0
143,3,MALCOLM GLADWELL,People and Characters,1,2.0,16.0,12.0
143,5,FOSSA,Animals,1,3.0,5.0,12.0
143,1,FUTURAMA,TV Show,1,2.0,8.0,12.0
144,3,REQUIEM FOR A DREAM ,Movies,1,3.0,20.0,9.0
144,4,SANLAM,Companies,1,1.0,6.0,9.0
144,2,BOHEMIAN RHAPSODY,Movies,1,1.0,17.0,9.0
144,1,DARK SOULS,Games,1,3.0,10.0,9.0
144,5,PARMESAN,Food and Drink,1,1.0,8.0,9.0
