Word,Tag 1,Tag 2,Tag 3,South Africa,Colour,Difficulty,Length,Versatile
Hermanus Whale Festival,Events,,,1,0,2,23,
Monaco,Geography,Country,,,0,2,6,
hide and seek,Games,,,,1,1,13,
higgs boson,Technology,,,,0,3,11,
Psycho,Movies,,,,1,2,6,
Mansa musa,People and Characters,Music,Artist,,1,2,10,
east london,Geography,City ,,1,0,2,11,
Mount Fuji,Geography,Landmarks,,,0,2,10,
Cobra,Animals,,,,0,1,5,
Soviet Union,History,,,,0,2,12,
Hit the nail on the head,Language and Literature ,,,,0,2,24,
Hitchhiker's Guide to Galaxy,Language and Literature ,Book,,,0,2,28,
Quagga,Culture,,,1,1,2,6,
Hockey,Sports,,,,1,1,6,
Holi,Events,,,1,0,2,4,
Mount Rushmore,Geography,Landmarks,,,0,2,14,
Space Race,History,Event,,,0,2,10,
hologram,Technology,,,,0,1,8,
Pursuit of Happyness,Movies,,,,1,2,20,
Honda,Companies,,,,0,1,5,
Naked Mole-Rat,Animals,,,,0,2,14,
Hoodie,Technical,triplets,,,0,1,6,
"Hook, Line, Sinker",Language and Literature ,triplets,,,0,2,18,
Hopscotch,Games,,,,1,1,9,
Horseback Riding,Sports,,,,1,2,16,
Hot Potato,Games,,,,1,1,10,
Hot Springs,Nature,,,,0,1,11,
Project Runway,TV Show,,,,1,2,14,
Smallville,TV Show,,,,1,2,10,
House of Hades,Language and Literature ,Book,,,0,3,14,
Sarafina,Movies,South Africa,,1,1,2,8,
So you think you can dance,TV Show,,,,1,2,26,
Rondavel,Culture,,,1,1,2,8,
michael buble,People and Characters,Music,,,1,2,13,
hula hoop,Things,,,,1,1,9,
Hulu,Companies,,,,0,2,4,
Human Rights Day ,Events,,,,0,1,17,
radish,Food and Drink,,,,1,2,6,
Hunger Games,Language and Literature ,Book,,,0,2,12,
Hydrogen,Math and Science,,,,0,1,8,
hypothesis,Math and Science,,,,0,1,10,
i believe i can fly,Music,,,,1,1,19,
I have a dream,Language and Literature ,Event,,,0,1,14,
I Spy,Games,,,,1,1,5,
I wanna be a billionaire,Music,Lyrics,,,1,1,24,
I want to break free,Music,Lyrics,,,1,2,20,
"I'm blue, da ba dee da ba di",Music,Lyrics,,1,1,1,28,
I'm every women,Music,Lyrics,,,1,1,15,
ibuprofen,Math and Science,,,,0,2,9,
Iceberg,Nature,,,,0,1,7,
mick jagger,People and Characters,Music,,,1,2,11,
Miriam Makeba,People and Characters,Music,,1,1,2,13,
Ikigai,Language and Literature ,,,,0,2,6,
Imagine all the people,Music,Lyrics,,,1,2,22,
neil diamond,People and Characters,Music,,,1,2,12,
Nelly Furtado,People and Characters,Music,Artist,,1,2,13,
In the 18 Area,Music,Lyrics,,1,1,3,14,
In the Meantime,Music,Lyrics,,1,1,2,15,
Sangoma,Culture,,,1,1,1,7,
Independence Day,Events,,,,0,2,16,
mzoli's,Geography,Places,,,0,2,7,
Namaqualand,Geography,Landmarks,,,0,2,11,
Spanish Flu,History,Event,,,0,2,11,
Silence of Lambs,Movies,,,,1,2,16,
Intel,Companies,,,,0,1,5,
International Women's Day,Events,,,,0,1,25,
SISTERHOOD OF THE TRAVELING PANTS,Movies,,,,1,2,33,
ipad,Technology,,,,0,1,4,
iPHONE,Technology,,,,0,1,6,
ozzy osbourne,People and Characters,Music,,,1,2,13,
say ma now,Culture,,,1,1,2,10,
Sopranos,TV Show,,,,1,2,8,
Ismaël Lô,Music,Artist,,,1,3,9,
Netherlands,Geography,Country,,,0,2,11,
it's too late to apologize,Music,Lyrics,,,1,1,26,
Norway,Geography,Country,,,0,2,6,
stokvel,Culture,,,1,1,2,7,
jack and the beanstalk,Language and Literature ,,,,0,1,22,
RINGO STARR,People and Characters,Music,artist,,1,2,11,
seal,People and Characters,Music,,,1,2,4,
Sergio Mendez,People and Characters,Music,,,1,2,13,
Roosterkoek,Food and Drink,,,1,1,2,11,
Osaka,Geography,Country,,,0,2,5,
Slash,People and Characters,Music,,,1,2,5,
Sashimi,Food and Drink,Meal,,,1,2,7,
Taliep Petersen,People and Characters,Music,Artist,1,1,2,15,
the parlotones,People and Characters,Music,,,1,2,14,
Wolfgang Amadeus Mozart,People and Characters,Music,Artist,,1,2,23,
Blackpink,People and Characters,Music,Artist,,1,1,9,
jbl speaker,Technology,,,,0,1,11,
Brenda Fassie,People and Characters,Music,,1,1,1,13,
bruno mars,People and Characters,Music,,,1,1,10,
Coldplay,People and Characters,Music,,,1,1,8,
Saute,Food and Drink,,,,1,2,5,
Jenga,Games,,,,1,1,5,
die antwoord,People and Characters,Music,,1,1,1,12,
"Earth, Wind and Fire",People and Characters,Music,Artist,,1,1,20,
Frank Sinatra,People and Characters,Music,,,1,1,13,
freshlyground,People and Characters,Music,,,1,1,13,
imagine dragons,People and Characters,Music,,,1,1,15,
spud,Movies,,,1,1,2,4,
Star Trek,TV Show,,,,1,2,9,
James Blunt,People and Characters,Music,Artist,,1,1,11,
Oslo,Geography,City,Capital,,0,2,4,
Jay-Z,People and Characters,Music,,,1,1,5,
Jennifer Lopez,People and Characters,Music,,,1,1,14,
Smiley,Food and Drink,,,1,1,2,6,
Johnny Clegg,People and Characters,Music,Artist,1,1,1,12,
justin timberlake,People and Characters,Music,,,1,1,17,
Johnson & Johnson,Companies,,,,0,1,17,
Tata ma chance! Tata ma millions,Culture,,,1,1,2,32,
Kanye West,People and Characters,Music,Artist,,1,1,10,
Kurt Cobain,People and Characters,Music,,,1,1,11,
Joshua Doore,Companies,,,1,1,2,12,
Tsotsi,Culture,,,1,1,1,6,
JPMorgan,Companies,,,1,0,2,8,
Judo,Sports,,,,1,1,4,
Led Zeppelin,People and Characters,Music,Artist,,1,1,12,
July's People ,Language and Literature ,Book,,1,0,3,14,
the conguring,Movies,,,,1,2,13,
V FOR VENDETTA,Movies,,,,1,2,14,
Just keep swiming,Music,Lyrics,,1,1,1,17,
madonna,People and Characters,Music,,,1,1,7,
K53,Language and Literature ,,,1,0,2,3,
Kabaddi,Sports,,,,1,3,7,
WALL-E,Movies,,,,1,2,6,
Palace of Versailles,Geography,Landmarks,,,0,2,20,
Mariah Carey,People and Characters,Music,Artist,,1,1,12,
Paul mcCartney,People and Characters,Music,,,1,1,14,
Pangolin,Animals,,,,0,2,8,
Aladdin,Movies,,,,1,1,7,
kaleidoscope,Math and Science,,,,0,2,12,
Platypus,Animals,,,,0,2,8,
Pangea,Geography,Landmarks,,,0,2,6,
pearl jam,People and Characters,Music,,,1,1,9,
"Kaptein, van die sailor ",Music,Lyrics,,1,1,1,24,
KARATE,Sports,,,,1,1,6,
R Kelly,People and Characters,Music,Artist,,1,1,7,
baywatch,Movies,,,,1,1,8,
red hot chill peppers,People and Characters,Music,,,1,1,21,
Sam Smith,People and Characters,Music,,,1,1,9,
Stranger Things,TV Show,,,,1,2,15,
Pennsylvania,Geography,Places,,,0,2,12,
KFC,Companies,,,,1,1,3,
The pussycat dolls,People and Characters,Music,,,1,1,18,
Tyla,People and Characters,Music,Artist,,1,1,4,
Beauty and the Beast,Movies,,,,1,1,20,
Secretarybird,Animals,,,,0,2,13,
victoria beckham,People and Characters,Music,,,1,1,16,
Tom Yum Soup,Food and Drink,Meal,,,1,2,12,
Kindle,Technology,,,,0,2,6,
Trifle,Food and Drink,,,,1,2,6,
King of the air,Events,,,,0,3,15,
Ted Talk,TV Show,,,,1,2,8,
Kiss me thru the phone,Music,Lyrics,,,1,1,22,
Kite runner,Language and Literature ,Book,,,0,2,11,
Peru,Geography,Country,,,0,2,4,
Whiskey Sour,Food and Drink,Drink,,,1,2,12,
voetstoots,Culture,,,1,1,2,10,
Bohemian Rhapsody,Movies,Music,,,1,1,17,
Wie maak die jol vol,Culture,,,1,1,2,20,
pietermartizburg,Geography,,,,0,2,16,
westlife,People and Characters,Music,,,1,1,8,
Yasis,Culture,,,1,1,2,5,
Yebo,Culture,,,1,1,2,4,
Zef,Culture,,,1,1,2,3,
Shoebill,Animals,,,,0,2,8,
poland,Geography,,,,0,2,6,
Cinderella,Movies,,,,1,1,10,
Mole,Animals,,,,0,1,4,
YoungstaCPT,People and Characters,Music,,,1,1,11,
Pikachu,People and Characters,Pokemon,,,1,1,7,
aweh,Culture,,,1,1,1,4,
Prague,Geography,Country,,,0,2,6,
Ahmed Kathrada,People and Characters,Politics,,,0,3,14,
bakkie,Culture,,,1,1,1,6,
Labour Day,Events,,,,0,1,10,
Lactose Intolerant,Math and Science,,,,0,2,18,
lagoon,Nature,,,,0,2,6,
anton rupert,People and Characters,Politics,,1,0,3,12,
Franklin D. Roosevelt,People and Characters,Politics,,,0,3,21,
Queenstown,Geography,,,,0,2,10,
Idi Amin,People and Characters,Politics,,,0,3,8,
last christmas,Events,,,,0,1,14,
The Last Airbender,TV Show,,,,1,2,18,
League of Legends,Games,,,,1,2,17,
Santiago,Geography,City,,,0,2,8,
Johann Rupert,People and Characters,Politics,,1,0,3,13,
LED,Technology,,,,0,1,3,
Pieter Groenewald,People and Characters,Politics,,,0,3,17,
Boer maak 'n plan,Culture,,,1,1,1,17,
windhoek,Food and Drink,,,1,1,2,8,
Armadillo,Animals,,,,0,1,9,
The Shah ,People and Characters,Politics,,,0,3,9,
Shenzhen,Geography,City,,1,0,2,8,
let it burn,Music,Lyrics,,,1,1,11,
let me hold you down,Music,Lyrics,,,1,2,20,
Let the cat out of the bag ,Language and Literature ,,,,0,2,27,
let's twist again,Music,Lyrics,,,1,2,17,
Lets go 50/50 ,Music,,,1,1,2,14,
Xi Jinping,People and Characters,Politics,,,0,3,10,
Liberation Day,Events,Holidays,,,0,3,14,
beetle,Animals,,,,0,1,6,
lighthouse,Things,,,,1,1,10,
lighting cable,Technology,,,,0,1,14,
like a g6,Music,,,,1,1,9,
Boris Johnson,People and Characters,Politics,,,0,2,13,
Sistine Chapel,Geography,Landmarks,,1,0,2,14,
Worcestershire sauce,Food and Drink,,,,1,2,20,
Chris Hani,People and Characters,Politics,,1,0,2,10,
"Lions, Tigers, Bears, Oh My!",Language and Literature ,,,,0,2,28,
Stonehenge,Geography,Landmarks,,,0,2,10,
Little Prince,Language and Literature ,Book,,,0,2,13,
Cleopatra,People and Characters,Politics,,,0,2,9,
cosatu,People and Characters,Politics,,,0,2,6,
suez canal,Geography,Landmarks,,1,0,2,10,
Dark Knight ,Movies,,,,1,1,12,
The Wire,TV Show,,,,1,2,8,
lord of the flies,Language and Literature ,Book,,,0,2,17,
lord of the rings,Language and Literature ,Book,,,0,1,17,
sun international,Geography,,,,0,2,17,
David Mabuza,People and Characters,Politics,,1,0,2,12,
Louis Vuitton,Companies,,,,1,1,13,
Top Chef,TV Show,,,,1,2,8,
Love Languages,Language and Literature ,,,,0,1,14,
Desmond Tutu,People and Characters,Politics,,1,0,2,12,
FW de Klerk,People and Characters,Politics,,1,0,2,11,
zucchini,Food and Drink,,,,1,2,8,
Lunar New Year,Events,,,,0,2,14,
bunny chow,Food and Drink,Meal,,,1,1,10,
Sweden,Geography,Country,,,0,2,6,
Bumblebee,Animals,,,,0,1,9,
True Detective,TV Show,,,,1,2,14,
Macbeth,Language and Literature ,Plays,,,0,2,7,
the limpopo river,Geography,,,,0,2,17,
X-Files,TV Show,,,,1,2,7,
7de Laan,TV Show,,,1,1,1,8,
gayton mckenzie,People and Characters,Politics,,,0,2,15,
the orange river,Geography,,,,0,2,16,
Graça Machel,People and Characters,Politics,,1,0,2,12,
Treaty of Versailles,History,Event,,,0,2,20,
black label,Food and Drink,,,,1,1,11,
magnum opus,Language and Literature ,,,,0,3,11,
Helen Suzman,People and Characters,Politics,,,0,2,12,
maher zain,Music,Artist,,,1,3,10,
"Make me sweat, make me hotter",Music,Lyrics,,1,1,1,29,
Boet,Culture,,,1,1,1,4,
the suez canal,Geography,,,,0,2,14,
Hendrick Verwoerd,People and Characters,Politics,,,0,2,17,
the western cape,Geography,,,,0,2,16,
Bokke,Culture,,,1,1,1,5,
Cat,Animals,,,,0,1,3,
the zambezi river,Geography,,,,0,2,17,
IMAM Haron,People and Characters,Politics,,1,0,2,10,
Cheetah,Animals,,,,0,1,7,
Mardi Gras,Events,,,,0,2,10,
Jan Smuts,People and Characters,Politics,,1,0,2,9,
American Idol,TV Show,,,,1,1,13,
karl marx,People and Characters,Politics,,,0,2,9,
Vietnam War,History,Wars,,,0,2,11,
Mahatma Gandhi,People and Characters,Politics,,,0,2,14,
Mother Teresa,People and Characters,Politics,,,0,2,13,
Muammar Gaddafi,People and Characters,Politics,,,0,2,15,
Nadine Gordimer,People and Characters,Politics,,,0,2,15,
Nicky Oppenheimer,People and Characters,Politics,,,0,2,17,
Oliver Tambo,People and Characters,Politics,,1,0,2,12,
Patrice Motsepe,People and Characters,Politics,,,0,2,15,
Transkei,Geography,,,,0,2,8,
Mascara,Things,triplets,,,1,1,7,
transvaal,Geography,,,,0,2,9,
Massmart,Companies,,,,0,3,8,
barney,TV Show,,,,1,1,6,
matchbox,Things,,,,1,1,8,
Matilda,Language and Literature ,Book,,,0,2,7,
Paul Kagame,People and Characters,Politics,,,0,2,11,
mazda,Companies,,,,0,1,5,
McDonald's,Companies,,,,1,1,10,
Mechanical Keyboard,Technology,,,,0,2,19,
Robert Mugabe,People and Characters,Politics,,,0,2,13,
slap chips,Food and Drink,Drink,,,1,1,10,
avocado,Food and Drink,,,,1,1,7,
Memoirs of a Geisha,Language and Literature ,,,,0,2,19,
Memorial Day,Events,,,,0,2,12,
Meow,Language and Literature ,Phonics,,,0,1,4,
Saddam Hussein,People and Characters,Politics,,,0,2,14,
metaphor,Language and Literature ,,,,0,1,8,
Mexican Wave,Sports,,,,1,1,12,
Trench Town,Geography,Places,,1,0,2,11,
venezuela,Geography,,,,0,2,9,
Schabir Shaik,People and Characters,Politics,,,0,2,13,
Shaka,People and Characters,Politics,,,0,2,5,
the führer,People and Characters,Politics,,,0,2,10,
Theresa May,People and Characters,Politics,,,0,2,11,
barbecue,Food and Drink,,,,1,1,8,
Tony Blair,People and Characters,Politics,,,0,2,10,
trevor manuel,People and Characters,Politics,,1,0,2,13,
Microphone,Technology,,,,0,1,10,
Microsoft,Companies,,,,0,1,9,
Microsoft Teams,Companies,,,1,0,1,15,
tutankhamen,People and Characters,Politics,,,0,2,11,
Blue Cheese,Food and Drink,,,,1,1,11,
Minecraft,Games,,,,1,2,9,
mini,Companies,,,,0,1,4,
Vladimir Lenin,People and Characters,Politics,,,0,2,14,
Cyril Ramaphosa,People and Characters,Politics,,,0,1,15,
Helen Zille,People and Characters,Politics,,1,0,1,11,
MMA,Sports,,,,1,1,3,
Möbius Strip,Math and Science,,,,0,3,12,
moby dick,Language and Literature ,Book,,,0,1,9,
Boerewors,Food and Drink,,,1,1,1,9,
Jacob Zuma,People and Characters,Politics,,,0,1,10,
Momentum,Math and Science,Company,,,0,1,8,
Vietnam,Geography,Country,,,0,2,7,
John Steenhuisen,People and Characters,Politics,,,0,1,16,
Monkey Pox,Math and Science,,,,0,2,10,
Monopoly,Games,Boardgame,,,1,1,8,
antarctica,Geography,,,,0,1,10,
Giraffe,Animals,,,,0,1,7,
MoParks,Companies,,,1,1,2,7,
morse code,Technology,,,,0,1,10,
Argentina,Geography,Country,,,0,1,9,
gorilla,Animals,,,,0,1,7,
Mark Shuttleworth,People and Characters,Politics,,,0,1,17,
Mother's Day,Events,,,,0,1,12,
Motherboard,Technology,,,,0,2,11,
artic,Geography,,,,0,1,5,
Athens,Geography,City,,,0,1,6,
Athlone,Geography,,,1,0,1,7,
Australia,Geography,Country,,,0,1,9,
michelle obama,People and Characters,Politics,,,0,1,14,
Brunch,Food and Drink,triplets,,,1,1,6,
Despicable Me,Movies,,,,1,1,13,
Nelson Mandela,People and Characters,Politics,,1,0,1,14,
MRI SCAN,Technology,,,,0,2,8,
Cheddar cheese,Food and Drink,,,,1,1,14,
MTN,Companies,,,,0,1,3,
p.w. botha,People and Characters,Politics,,1,0,1,10,
patricia de lille,People and Characters,Politics,,,0,1,17,
Multiplication,Math and Science,,,,0,1,14,
Braai,Culture,,,1,1,1,5,
BBC,TV Show,,,,1,1,3,
My sister's keeper,Language and Literature ,Book,,,0,3,18,
Mzanzi Fo sho,Music,,,1,1,3,13,
Cairo,Geography,City,,,0,1,5,
prince william,People and Characters,Politics,,,0,1,14,
Wall Street Crash,History,,,,0,2,17,
Naked Insurance,Companies,,,,0,1,15,
Hadedas,Animals,South Africa,,1,0,1,7,
Camps Bay,Geography,,,,0,1,9,
Nando's,Companies,,,1,1,1,7,
Nanotechnology,Math and Science,,,,0,2,14,
Steve Biko,People and Characters,Politics,,1,0,1,10,
ben 10,TV Show,,,,1,1,6,
Narnia,Language and Literature ,Places,,,0,1,6,
Naspers,Companies,,,1,0,2,7,
Thabo Mbeki,People and Characters,Politics,,,0,1,11,
National Women's Day,Events,Holidays,,1,0,1,20,
Y2K,History,,,,0,2,3,
the da,People and Characters,Politics,,,0,1,6,
the first lady,People and Characters,Politics,,,0,1,14,
Winnie Mandela,People and Characters,Politics,,1,0,1,14,
Winston Churchill,People and Characters,Politics,,,0,1,17,
zapiro,People and Characters,Politics,,,0,1,6,
Big Bang Theory,TV Show,,,,1,1,15,
Netcare,Companies,,,1,0,2,7,
Netflix,Companies,,,,1,1,7,
Cape of Good Hope,Geography,Landmarks,,,0,1,17,
Neutron,Math and Science,,,,0,2,7,
Cape Town,Geography,City,,1,0,1,9,
Big Brother,TV Show,,,,1,1,11,
New Year’s Day,Events,,,,0,1,14,
New Year's Eve,Events,,,,0,1,14,
cape town harbour,Geography,,,,0,1,17,
Castle,Geography,,,,0,1,6,
Newton's Second Law,Math and Science,,,,0,1,19,
carnivore,People and Characters,Science,,,0,1,9,
night in tunisia,Music,Song,,,1,3,16,
Nike,Companies,,,,1,1,4,
Chicken Biltong,Food and Drink,,,1,1,1,15,
Nitrates,Math and Science,,,,0,2,8,
Nitrogen,Math and Science,,,,0,1,8,
Nkosi sikelel' Afrika,Music,,,1,1,1,21,
"No Woman, No Cry",Music,Lyrics,,,1,2,16,
Die hard,Movies,,,,1,1,8,
nokia ,Companies,,,,0,1,6,
Nokia 3310,Technology,Things,,,0,1,10,
bob the builder,TV Show,,,,1,1,15,
central park,Geography,,,,0,1,12,
Northern Lights,Nature,,,,0,1,15,
chicago,Geography,,,,0,1,7,
clifton,Geography,,,,0,1,7,
Digimon,Movies,South Africa,,1,1,1,7,
Alisson Becker,People and Characters,Sports,Soccer,,1,3,14,
Dala what you must,Culture,,,1,1,1,18,
NSFAS,Companies,,,1,0,1,5,
NVIDIA ,Companies,,,,0,1,7,
Colosseum,Geography,Landmarks,,,0,1,9,
Oak Tree,Nature,,,,0,2,8,
obelisk,Things,,,,1,3,7,
Ocean Basket,Companies,,,1,1,1,12,
octagon,Math and Science,,,,0,1,7,
Oktoberfest,Events,,,,0,2,11,
Old Mutual,Companies,,,,0,1,10,
Erling Haaland,People and Characters,Sports,Soccer,1,1,3,14,
Oliver Twist,Language and Literature ,Book,,,0,1,12,
Olympiad,Events,,,,0,2,8,
On-on,Games,,,1,1,1,5,
one direction,Music,,,,1,1,13,
Dune 2,Movies,,,,1,1,6,
Breaking Bad,TV Show,,,,1,1,12,
Oops!... I did it again,Music,Lyrics,,,1,1,23,
E.T. ,Movies,,,,1,1,5,
Oppikoppi,Events,,,1,0,3,9,
Fernando Alonso,People and Characters,Sports,F1,,1,3,15,
Devil's Peak,Geography,Landmarks,,,0,1,12,
Origin of Species,Language and Literature ,Book,,,0,2,17,
chicken kebab,Food and Drink,,,,1,1,13,
Carte Blanche,TV Show,,,1,1,1,13,
Durban,Geography,City,,1,0,1,6,
Egypt,Geography,Country,,,0,1,5,
Osman's,Companies,,,1,1,2,7,
OTP,Technology,,,,0,1,3,
Outliers,Language and Literature ,,,,0,1,8,
oxidation,Math and Science,,,,0,2,9,
Oxygen,Math and Science,,,,0,1,6,
Francois Pienaar,People and Characters,Sports,Rugby,,1,3,16,
Kylian Mbappé,People and Characters,Sports,Soccer,,1,3,13,
LaMelo Ball,People and Characters,Sports,Basketball,,1,3,11,
Pac-Man,Games,,,,1,1,7,
ciabatta,Food and Drink,,,,1,1,8,
Padel,Sports,,,,1,1,5,
Dassie,Culture,,,1,1,1,6,
Fight Club,Movies,,,,1,1,10,
Paint Brush,Things,,,,1,1,11,
Eiffel Tower,Geography,Landmarks,,,0,1,12,
Empire State Building,Geography,Landmarks,,,0,1,21,
england,geography,,,,0,1,7,
pam golding,Companies,,,,0,2,11,
epstein Island,Geography,Places,,,0,1,14,
Hippopotamus,Animals,,,,0,1,12,
parallel parking,Things,,,,1,1,16,
Finding Nemo,Movies,,,,1,1,12,
franschhoek,Geography,,,,0,1,11,
Parkour,Sports,,,,1,1,7,
casper,TV Show,,,,1,1,6,
Coca-Cola,Food and Drink,,,,1,1,9,
Party in the USA,Music,Lyrics,,,1,2,16,
Marnus Labuschagne,People and Characters,Sports,Cricket,,1,3,18,
Novak Djokovic,People and Characters,Sports,Tennis,,1,3,14,
Sachin Tendulkar,People and Characters,Sports,Cricket,,1,3,16,
Sebastian Vettel,People and Characters,Sports,F1,,1,3,16,
Simone Biles,People and Characters,Sports,GYmnatists,,1,3,12,
Sterling Golden,People and Characters,Sports,wwe,,1,3,15,
Honey Badger,Animals,,,,0,1,12,
Free State,Geography,Province,,,0,1,10,
Tom Brady,People and Characters,Sports,American Football,,1,3,9,
pedro's,Companies,,,1,1,1,7,
Pegasus,Companies,,,,0,1,7,
Coconut Milk,Food and Drink,,,1,1,1,12,
Virat Kohli,People and Characters,Sports,Cricket,,1,3,11,
Penicillin,Math and Science,,,,0,2,10,
gauteng,Geography,,,1,0,1,7,
AB de Villiers,People and Characters,Sports,Cricket,1,1,2,14,
pentagon,Math and Science,,,,0,1,8,
cremora,Food and Drink,,,,1,1,7,
Pepsi,Companies,,,,1,1,5,
Feta,Food and Drink,,,,1,1,4,
chester williams,People and Characters,Sports,,,1,2,16,
Perks of being a wallflower,Language and Literature ,Book,,,0,3,27,
flake,Food and Drink,,,,1,1,5,
Germany,Geography,Country,,,0,1,7,
Garlic Paste,Food and Drink,triplets,,,1,1,12,
Diego Maradona,People and Characters,Sports,Soccer,,1,2,14,
Golden Gate Bridge,Geography,Landmarks,,,0,1,18,
philosophy,Language and Literature ,,,,0,1,10,
Gouda,Food and Drink,,,,1,1,5,
Photosynthesis,Math and Science,,,,0,1,14,
Pick 'n Pay,Companies,,,,1,1,11,
Pickleball,Sports,,,,1,2,10,
Pictionary,Games,Boardgame,,,1,1,10,
Hansie Cronje,People and Characters,Sports,,,1,2,13,
Grand Canyon,Geography,Landmarks,,,0,1,12,
jake White,People and Characters,Sports,,,1,2,10,
Pillow fighting,Sports,,,,1,2,15,
hummus,Food and Drink,,,,1,1,6,
Pine Tree,Nature,,,,0,1,9,
Kangaroo,Animals,,,,0,1,8,
playstation 3,Games,,,,1,1,13,
great britain,Geography,,,,0,1,13,
Great Wall of China,Geography,Landmarks,,,0,1,19,
Pokémon,Games,,,,1,1,7,
John Smit,People and Characters,Sports,Rugby,,1,2,9,
Greece,Geography,Country,,,0,1,6,
Politics,Language and Literature ,,,,0,1,8,
polymer,Math and Science,,,,0,2,7,
Jon Jones,People and Characters,Sports,,,1,2,9,
harvard,Geography,,,,0,1,7,
jalapeño,Food and Drink,,,,1,1,8,
jelly tots,Food and Drink,,,1,1,1,10,
Powerbank,Technology,,,,0,1,9,
holland,Geography,,,,0,1,7,
Killer Whale,Animals,,,,0,1,12,
Precipitation,Nature,,,,0,1,13,
pressure cooker,Technology,,,,0,2,15,
india,Geography,,,,0,1,5,
Pride and Prejudice,Language and Literature ,Book,,,0,2,19,
Jonty Rhodes,People and Characters,Sports,Cricket,1,1,2,12,
Khabib Nurmagomedov,People and Characters,Sports,UFC,,1,2,19,
Larry Bird,People and Characters,Sports,Basketball,,1,2,10,
Frozen,Movies,,,,1,1,6,
cnn,TV Show,,,,1,1,3,
community,TV Show,,,,1,1,9,
projector,Technology,,,,0,1,9,
johnnie walker,Food and Drink,,,,1,1,14,
ghostbusters,Movies,,,,1,1,12,
Godfather,Movies,,,,1,1,9,
mosquito,Animals,,,,0,1,8,
Pumped up kicks ,Music,Lyrics,,,1,2,16,
Harry Potter and the Sorcerer's Stone,Movies,,,,1,1,37,
Indonesia,Geography,Country,,,0,1,9,
Pythagorean Theorem,Math and Science,,,,0,2,19,
Qatar Airways,Companies,,,,0,2,13,
Quack!,Language and Literature ,Phonics,,,0,1,6,
Laduma!,Culture,,,1,1,1,7,
quantum computing,Technology,,,,0,3,17,
Israel,Geography,Country,,,0,1,6,
days of our lives,TV Show,,,,1,1,17,
Magic Johnson,People and Characters,Sports,Basketball,,1,2,13,
Kimchi,Food and Drink,Meal,,,1,1,6,
Quidditch,Sports,,,,1,2,9,
Mark fish,People and Characters,Sports,Soccer,1,1,2,9,
Peacock,Animals,,,,0,1,7,
klipdrift,Food and Drink,,,,1,1,9,
Mohamed Salah,People and Characters,Sports,Soccer,,1,2,13,
Rainforest,Nature,,,,0,1,10,
RAM,Technology,,,,0,1,3,
Ramadan,Events,,,,0,1,7,
Naomi Osaka,People and Characters,Sports,,,1,2,11,
rapport,Companies,,,,0,3,7,
Paul Levesque,People and Characters,Sports,,,1,2,13,
rat king,Math and Science,,,1,0,2,8,
Penny Heyns,People and Characters,Sports,,,1,2,11,
"Ready, Set, Go",Language and Literature ,triplets,,,0,1,14,
percy montgomery,People and Characters,Sports,,,1,2,16,
praying mantis,Animals,,,,0,1,14,
lemon creams,Food and Drink,,,,1,1,12,
September 11,History,,,,0,1,12,
renault,Companies,,,,0,2,7,
High school musical 3,Movies,,,,1,1,21,
Apartheid,History,,,1,0,1,9,
Rhombus,Math and Science,,,,0,2,7,
Rhythm,Technical,triplets,,,0,2,6,
Desperate Housewives,TV Show,,,,1,1,20,
RASSIE ERASMUS,People and Characters,Sports,Rugby,1,1,2,14,
Ring Light,Technology,,,,0,1,10,
Ronda Rousey,People and Characters,Sports,UFC,,1,2,12,
Rio Carnival,Events,,,,0,2,12,
brexit,History,,,,0,1,6,
RNA,Math and Science,,,,0,2,3,
Shaun POllock,People and Characters,Sports,Cricket,,1,2,13,
Steve Redgrave,People and Characters,Sports,,,1,2,14,
Robots,Technology,,,,0,2,6,
Stone Cold Steve Austin,People and Characters,Sports,WWE,,1,2,23,
"Rock, Paper, Scissors",Games,,,,1,1,21,
Home Alone,Movies,,,,1,1,10,
Tatjana Smith,People and Characters,Sports,,,1,2,13,
rolex,Companies,,,,0,1,5,
COVID-19,History,Event,,,0,1,8,
Italy,Geography,Country,,,0,1,5,
the british lions,People and Characters,Sports,,,1,2,17,
Toto Wolf,People and Characters,Sports,F1,,1,2,9,
Fynbos,Culture,,,1,1,1,6,
lunch bar,Food and Drink,,,,1,1,9,
Rosh Hashanah,Events,,,,0,3,13,
Rubik's Cube,Math and Science,,,,0,1,12,
Run Jozi,Music,Lyrics,,1,1,2,8,
Runoff,Nature,,,,0,2,6,
Victor Matfield,People and Characters,Sports,Rugby,,1,2,15,
Johannesburg,Geography,City,,1,0,1,12,
Russian Roulette,Games,,,,1,2,16,
Zinedine Zidane,People and Characters,Sports,Soccer,,1,2,15,
bafana bafana,People and Characters,Sports,,1,1,1,13,
Benni McCarthy,People and Characters,Sports,,1,1,1,14,
Bruce Lee,People and Characters,Sports,,1,1,1,9,
magnum,Food and Drink,,,,1,1,6,
melrose,Food and Drink,,,,1,1,7,
Saleh Bbq Tonight ,Companies,,,1,1,2,18,
Bryan Habana,People and Characters,Sports,Rugby,,1,1,12,
Samsung,Companies,,,,0,1,7,
chelsea,People and Characters,Sports,,,1,1,7,
Kenya,Geography,Country,,,0,1,5,
Sand Dune,Nature,,,,0,1,9,
Sandman,Language and Literature ,Book,,,0,2,7,
