Word,Tag 1,Tag 2,Tag 3,South Africa,Colour,Difficulty,Length
Keeping Up with Kardashians,TV Show,,,,1,1,27
How to Train Your Dragon,Movies,Animation,,,1,2,24
King of the Hill,TV Show,,,,1,3,16
Hulu,Companies,,,,1,2,4
Hunger Games,Language and Literature ,Book,,,1,2,12
Hurricane Katrina,History,Event,,,0,2,17
hurt so bad ,Music,Lyrics,,1,1,2,12
I want to break free,Music,Lyrics,,,0,2,20
ibuprofen,Math and Science,,,,1,2,9
Ikigai,Language and Literature ,,,,0,2,6
Imagine all the people,Music,Lyrics,,,1,2,22
Keanu Reeves,People and Characters,Actor,,,0,1,12
In the Meantime,Music,Lyrics,,1,1,2,15
Independence Day,Events,,,,0,2,16
Laos,Geography,City,,,0,3,4
Industrial Revolution,History,Event,,,1,2,21
inside out,Movies,,,,1,2,10
invictus,Movies,South Africa,,1,1,2,8
iPHONE SE,Things,,,,0,2,9
Line of Duty,TV Show,,,,1,3,12
Melktert,Food and Drink,,,1,0,2,8
Khabib Nurmagomedov,People and Characters,Sports,UFC,,0,2,19
Khoi and San,People and Characters,South Africa,,1,1,2,12
king cone,People and Characters,,,,0,2,9
Kobe Bryant,People and Characters,Sports,Basketball,,0,1,11
Koos Bekker,People and Characters,Politician,,,0,2,11
Kurosaki Ichigo,People and Characters,Anime,,,1,3,15
Joe Barber,Movies,South Africa,,1,0,2,10
Kylian Mbappé,People and Characters,Sports,Soccer,,1,3,13
LaMelo Ball,People and Characters,Sports,Basketball,,0,3,11
Lance Armstrong,People and Characters,Sports,,,0,1,15
JPMorgan,Companies,,,1,0,2,8
Jumper,Movies,,,,1,2,6
Kanto Earthquake,History,Event,,,1,2,16
Larry Bird,People and Characters,Sports,Basketball,,0,2,10
Lebonon,Geography,City,,,1,2,7
LeBron James,People and Characters,Sports,Basketball,,1,1,12
Led Zeppelin,People and Characters,Music,Artist,,0,1,12
Kill Bill,Movies,,,,0,2,9
Killer Whale,Animals,,,,0,2,12
Mimosa,Food and Drink,Drink,,,1,2,6
Leonardo DiCaprio,People and Characters,Actor,,,0,1,17
Kite runner,Language and Literature ,Book,,,1,2,11
Lesotho,Geography,Country,,1,1,1,7
Mocha,Food and Drink,,,,0,2,
Kombi,Culture,,,1,1,2,5
Komodo Dragon,Animals,,,,1,2,13
Lewis Hamilton,People and Characters,Sports,F1,,1,1,14
Korean War,History,South Africa,,,0,2,10
Kuch Kuch Hota Hai,Movies,Indian,,,1,2,18
Kudu,Animals,,,,0,2,4
Kwaito,Culture,,,1,1,2,6
Light Yagami,People and Characters,Anime,,,1,3,12
Lisbon,Geography,City,Capital,,0,2,6
Lemur,Animals,,,,0,2,5
let me hold you down,Music,Lyrics,,,0,2,20
Let the cat out of the bag ,Language and Literature ,,,,0,2,27
Let the Right One In,Movies,,,,0,2,20
Lets go 50/50 ,Music,,,1,1,2,14
liger,Animals,,,,0,2,5
"Lions, Tigers, Bears, Oh My!",Language and Literature ,,,,0,2,28
london,Geography,,,,0,1,
Little Prince,Language and Literature ,Book,,,1,2,13
Lilly Singh,People and Characters,Youtube,,,1,3,11
Lionel Messi,People and Characters,Sports,soccer,,1,1,12
lord of the flies,Language and Literature ,Book,,,0,2,17
Los Angeles,Geography,City,,,1,2,11
Liza Koshy,People and Characters,Youtube,,,0,3,10
Lizzie Magie,People and Characters,,,,0,2,12
Moussaka,Food and Drink,Meal,,,1,3,8
Lynx,Animals,,,,1,2,4
Luxembourg,Geography,Country,,,0,3,10
Looney Tunes,TV Show,,,,1,1,12
Lost,TV Show,,,,0,1,4
Logan Paul,People and Characters,Youtube,,,1,2,10
Magna Carta,History,Event,,,0,2,11
Louis Armstrong,People and Characters,,,,1,2,15
Maine Coon,Animals,,,,0,2,10
Make the circle bigger,Culture,,,,0,2,22
Luciano Pavarotti,People and Characters,Music,Artist,,1,3,17
Manatee,Animals,,,,0,2,7
Lucky Dube,People and Characters,Music,,1,0,2,10
madonna,People and Characters,,,,1,1,7
Mardi Gras,Events,,,,1,2,10
Magic Johnson,People and Characters,Sports,Basketball,,1,2,13
Mahatma Gandhi,People and Characters,Politician,,,1,2,14
Malcolm Gladwell,People and Characters,Literature,,,1,2,16
Martin Luther King Jr. Day,Events,,,,0,2,26
Love Island,TV Show,,,,1,1,11
Mechanical Keyboard,Technology,,,,0,2,19
Mozzarella,Food and Drink,,,,1,1,10
Memorial Day,Events,,,,0,2,12
Mansa musa,People and Characters,Music,Artist,,1,2,10
Met Eish Bra,Culture,,,1,1,2,12
Marais Viljoen,People and Characters,Politician,,1,0,2,14
Mariah Carey,People and Characters,Music,Artist,,0,1,12
Microsoft Teams,Companies,,,1,0,2,15
mrs ball's,Food and Drink,,,,1,1,10
Minecraft,Games,,,,1,2,9
Marie Curie,People and Characters,,,,1,2,11
Nik Naks,Food and Drink,,,1,0,1,8
Mark fish,People and Characters,Sports,Soccer,1,1,2,9
Machu Picchu,Geography,Landmarks,,,0,2,12
Mark Ruffalo,People and Characters,Actor,,,1,2,12
Monkey Pox,Math and Science,,,,0,2,10
MoParks,Companies,,,1,0,2,7
morse code,Technology,,,,1,2,10
Madrid,Geography,City,,,0,1,6
Mark Shuttleworth,People and Characters,,,,1,1,17
Motherboard,Technology,,,,0,2,11
Malaysia,Geography,Country,,,1,1,8
Marlon Brando,People and Characters,,,,0,3,13
Marnus Labuschagne,People and Characters,Sports,Cricket,,1,3,18
Martina Navratilova,People and Characters,Sports,Tennis,,0,3,19
Mad Men,TV Show,,,,1,2,7
Maldives,Geography,Country,,,1,3,8
Masashi Kishimoto,People and Characters,,,,0,3,17
Matt Damon,People and Characters,Actor,,,1,1,10
manchester,Geography,,,,0,1,
Naspers,Companies,,,1,1,2,7
Meryl Streep,People and Characters,Actor,,,0,2,12
National Women's Day,Events,Holidays,,1,1,2,20
michael buble,People and Characters,,,,0,2,13
Netcare,Companies,,,1,1,2,7
mars,Geography,,,,0,1,
Nickel,Math and Science,,,,0,2,6
Michael Jordan,People and Characters,Sports,basketball,,0,1,14
Nkosi,Culture,,,1,1,2,5
"No Woman, No Cry",Music,Lyrics,,,1,2,16
noem my skollie,Language and Literature ,,,1,0,2,15
Nooit,Culture,,,1,1,2,5
Madam & Eve,TV Show,,,1,1,2,11
Northern Lights,Nature,,,,0,2,15
Mexico,Geography,Country,,,1,1,6
Mexico City,Geography,City,,,0,1,11
NVIDIA ,Companies,,,,1,2,7
Monaco,Geography,Country,,,0,2,6
Ocelot,Animals,,,,0,2,6
Oke,Culture,,,1,1,2,3
Oktoberfest,Events,,,,1,2,11
Michael Phelps,People and Characters,Sports,,,1,1,14
One Flew Over the Cuckoo's Nest,Movies,,,,1,2,31
Mandalorian,TV Show,,,,1,3,11
oppenheimer,Movies,,,,0,2,11
Origin of Species,Language and Literature ,Book,,,0,2,17
Montenegro,Geography,Country,,,0,3,10
OTP,Technology,,,,1,2,3
Moscow,Geography,City,,,0,2,6
Michael Schumacher,People and Characters,Sports,F1,,1,1,18
Mickey Mantle,People and Characters,Sports,,,1,2,13
Padkos,Culture,,,1,0,2,6
Pain and Glory,Movies,,,,1,2,14
Motherwell,Geography,City ,,,0,3,10
Pan's Labyrinth ,Movies,,,,1,2,16
Mount Everest,Geography,Landmarks,,,0,1,13
Parasite,Movies,,,,1,2,8
Parkour,Sports,,,,0,2,7
Party in the USA,Music,Lyrics,,,1,2,16
Mike Tyson,People and Characters,Sports,Boxing,,0,1,10
minnie mouse,People and Characters,,,,1,1,12
Miriam Makeba,People and Characters,Music,,,0,2,13
MKBHD,People and Characters,Youtube,,,0,3,5
pedro's,Companies,South Africa,,1,0,2,7
Penicillin,Math and Science,,,,0,2,10
Mount Fuji,Geography,Landmarks,,,1,2,10
Old Fashioned,Food and Drink,Drink,,,0,3,13
Mount Rushmore,Geography,Landmarks,,,0,3,14
mzoli's,Geography,Places,,,1,2,7
Pickleball,Sports,,,,1,2,10
Pictionary,Games,Boardgame,,,1,2,10
Pillow fighting,Sports,,,,0,2,15
Pad Thai,Food and Drink,Meal,,,0,3,8
Plate Tectonics,Math and Science,,,,0,2,15
Platypus,Animals,,,,1,2,8
Namaqualand,Geography,Landmarks,,,0,2,11
Parmesan,Food and Drink,,,,1,1,8
Peking Duck,Food and Drink,Meal,,,0,3,11
Nauru,Geography,Country,,,1,3,5
pressure cooker,Things,,,,1,2,15
Pride and Prejudice,Language and Literature ,Book,,,0,2,19
MasterChef,TV Show,,,,1,2,10
Peppermint Crisp,Food and Drink,,,,1,2,16
Psycho,Movies,,,,0,2,6
Pumped up kicks ,Music,Lyrics,,,0,2,16
Pursuit of Happyness,Movies,,,,1,2,20
Netherlands,Geography,Country,,,1,2,11
Pythagorean Theorem,Math and Science,,,,0,2,19
Quagga,Culture,,,1,1,2,6
New Delhi,Geography,City,Capital,,0,1,9
Mohamed Salah,People and Characters,Sports,Soccer,,1,2,13
Quidditch,Sports,,,,1,2,9
Raise Red Lantern,Movies,,,,1,2,17
Monkey D. Luffy,People and Characters,Anime,,,1,2,15
rat king,Math and Science,,,1,1,2,8
Muvhango,TV Show,,,1,1,2,8
Red Dead Redemption,Games,,,,1,2,19
red rover,Games,,,,1,2,9
renault,Companies,,,,1,2,
Narcos,TV Show,,,,1,3,6
Mother Teresa,People and Characters,,,,0,2,13
Rio Carnival,Events,,,,0,2,12
Risk,Games,,,,1,2,4
Mowbray Suburbs,People and Characters,,,,0,2,15
Robot,Culture,,,1,1,2,5
MrBeast,People and Characters,Youtube,,,0,2,7
Muammar Gaddafi,People and Characters,Politician,,,0,2,15
Muhammad Ali,People and Characters,Sports,,1,0,1,12
Rondavel,Culture,,,1,1,2,8
Perlemoen,Food and Drink,,,,1,3,9
Run Jozi,Music,Lyrics,,1,1,2,8
Russian Roulette,Games,,,,1,2,
Nadia Comaneci,People and Characters,Sports,GYmnastists,1,1,2,14
Saleh Bbq Tonight ,Companies,,,,0,2,18
Nadine Gordimer,People and Characters,Politician,,,1,2,15
Sandman,Language and Literature ,Book,,,0,2,7
Sangoma,Culture,,,1,0,2,7
New York,Geography,City,,,1,1,8
Sarafina,Movies,South Africa,,1,1,2,8
Pho,Food and Drink,Meal,,,0,1,3
say ma now,Culture,,,,1,2,10
say my name,Music,Lyrics,,,1,2,11
Sceletium,Nature,South Africa,,1,1,2,9
Natalie Portman,People and Characters,Actor,,,0,2,15
Neon Genesis Evangelion,TV Show,Anime,,,1,3,23
Scorpions,Companies,Animals,,1,1,2,9
New Zealand,Geography,Country,,,0,1,11
See both sides like Chanel,Music,Lyrics,,,1,2,26
Norway,Geography,Country,,,0,2,6
Neil Armstrong,People and Characters,,,,0,1,14
Nelly Furtado,People and Characters,Music,Artist,,1,2,13
Nelson Mandela,People and Characters,Politician,,1,1,1,14
Nicky Oppenheimer,People and Characters,,,,0,2,17
Notre Dame,Geography,,,,1,2,
Noot vir Noot,TV Show,,,1,1,2,13
Shining,Language and Literature ,Book,,,0,2,7
Silence of Lambs,Movies,,,,0,2,16
Silent NIGHt,Music,,,,1,2,12
Sinkhole,Nature,,,,0,2,8
SISTERHOOD OF THE TRAVELING PANTS,Movies,,,,1,2,33
o.r. tambo international airport,Geography,,,,0,2,
Slack,Companies,,,,1,2,5
Novak Djokovic,People and Characters,Sports,,,1,3,14
One Piece,TV Show,Anime,,,0,2,9
Soviet Union,History,,,,0,2,12
Space Race,History,Event,,,1,2,10
Spanish Flu,History,Event,,,0,2,11
spud,Movies,,,,0,2,4
St. Patrick's Day,Events,Holidays,,,0,2,17
Orphan Black,TV Show,,,,1,3,12
Start with Why,Language and Literature ,,,,0,2,14
stethoscope,Things,,,,1,2,11
Oliver Tambo,People and Characters,Politician,,1,1,2,12
ozzy osbourne,People and Characters,,,,0,2,13
Stock Market Crash,History,Event,,,0,2,18
stokvel,Culture,,,1,1,2,7
P. W. BOtha,People and Characters,Politician,,1,0,2,11
Ozark,TV Show,,,,0,3,5
Orania,Geography,Landmarks,,,1,1,6
"Sugar, Spice and Everything Nice",Language and Literature ,,,,0,2,32
Oslo,Geography,City,Capital,,1,2,4
Ottawa,Geography,City,,,0,2,6
Synchronized Swimming,Sports,,,,0,2,21
Taekwondo,Sports,,,,1,2,9
Takkies,Culture,,,1,1,2,7
Patrice Motsepe,People and Characters,,,,1,2,15
Talking to the Moon,Music,Lyrics,,,0,2,19
patricia de lille,People and Characters,Politician ,,,1,2,17
Tata ma chance! Tata ma millions,Culture,,,1,1,2,32
Paul Kagame,People and Characters,Politician,,,1,2,11
Parks and Recreation,TV Show,,,,1,3,20
Paul Levesque,People and Characters,Sports,,,1,2,13
Petros Sampras,People and Characters,Sports,,1,0,3,14
the british open,Events,,,,1,2,16
The Elder Scrolls,Games,,,,0,2,17
The Fault in Our Stars,Language and Literature ,,,,1,2,22
The Girl on the Train,Language and Literature ,,,,0,2,21
The Great Trek ,History,Event,,,0,2,15
Prison Break,TV Show,,,,1,2,12
"the LION, the WITCH AND the WARDROBE",Language and Literature ,,,,0,2,36
The Martian,Language and Literature ,,,,0,2,11
The Midnight Library,Language and Literature ,,,,0,2,20
prodigal son,TV Show,,,,1,3,12
The oktoberfest,Events,,,,0,2,15
The Power of Habit,Language and Literature ,,,,0,2,18
The Power of Introverts,Language and Literature ,,,,0,2,23
Project Runway,TV Show,,,,0,2,14
Queer Eye for the Straight Guy,TV Show,,,,1,3,30
PewDiePie,People and Characters,Youtube,,1,0,3,9
Phetogo Molawa,People and Characters,South Africa,,,1,3,14
Thermodynamics,Math and Science,,,,0,2,14
They not like us,Music,Lyrics,,,1,2,16
they were all yellow,Music,Lyrics,,,1,2,20
Think Like a Monk,Language and Literature ,,,,0,2,17
Pieter Groenewald,People and Characters,Politician,,,1,3,17
Thunee,Games,,,,1,2,6
Tidal Waves,Nature,,,,0,2,11
Pokimane,People and Characters,Streamer,,,1,3,8
TKZee,Music,Artist,,1,1,2,5
To Kill a Mockingbird,Language and Literature ,Book,,,0,2,21
Tokoloshe,Culture,,,1,1,2,9
Portishead,People and Characters,Music,Artist,,1,3,10
prince william,People and Characters,,,,0,1,14
Princess Leia,People and Characters,,,,0,3,13
Quentin Tarantino,People and Characters,Director,,,0,2,17
Track and Field,Sports,,,,0,2,15
pakistan,geography,,,,0,1,
Treaty of Versailles,History,Event,,,0,2,20
Palace of Versailles,Geography,Landmarks,,,0,2,20
Triathlon,Sports,,,,1,2,9
Real Housewives,TV Show,,,,0,2,15
R Kelly,People and Characters,Music,Artist,,0,1,7
Two oceans marathon,Events,,,1,0,2,19
Pina Colada,Food and Drink,Drink,,,0,2,11
Ultimate Frisbee,Sports,,,,0,2,16
Untamed,Language and Literature ,,,,0,2,7
Rafael Nadal,People and Characters,Sports,Tennis,,1,1,12
V FOR VENDETTA,Movies,,,,1,2,14
Rami Malek,People and Characters,Actor,,,0,2,10
vie maak die jol vol,Culture,,,1,1,2,20
Palau,Geography,Country,,,0,3,5
Vietnam War,History,Wars,,,1,2,11
Ray Brown,People and Characters,Music,Artist,,0,3,9
voetstoots,Culture,,,1,1,2,10
Volleyball,Sports,,,,1,2,10
Wall Street Crash,History,,,,0,2,17
WALL-E,Movies,,,,1,2,6
War and Peace,Events,,,,0,2,13
watermelon sugar high,Music,Lyrics,,,1,2,21
Weasel,Animals,,,,0,2,6
"What is love, baby don't hurt me",Music,Lyrics,,,0,2,32
What the Frikkadel,Culture,,,1,1,2,18
Potato Warras,Food and Drink,,,,1,2,13
Potjiekos,Food and Drink,,,1,0,2,9
rihanna,People and Characters,,,,1,1,7
Wombat,Animals,,,,0,2,6
RINGO STARR,People and Characters,Music,artist,,0,2,11
words with friends,Games,Boardgame,,,1,2,18
Rick and Morty,TV Show,,,,1,2,14
Yamaha,Companies,,,1,1,2,6
Yasis,Culture,,,1,1,2,5
Yebo yes,Culture,,,1,1,2,8
YELLOW RIVER FLOOD,History,Natural Disaster,,,0,2,18
"You Are My Fire, My One Desire",Music,Lyrics,,,1,2,30
You mustn't push!,Culture,,,0,1,2,17
Robert Downey Jr.,People and Characters,Actor,,,0,1,17
Robert Mugabe,People and Characters,Politician,,,0,2,13
Zef,Culture,,,1,1,2,3
Robson Walton,People and Characters,Book,,,1,2,13
Roger Federer,People and Characters,Sports,Tennis,,0,2,13
ron weasley,People and Characters,,,,1,1,11
"[Breakfast, Lunch, Dinner]",Technical,triplets,,,0,1,26
"[Circle, Square, Triangle]",Technical,triplets,,,0,1,26
"[Cut, Copy, Paste]",Technical,triplets,,,0,1,18
"[Fork, Spoon, Knife]",Technical,triplets,,,0,1,20
"[Morning, Afternoon, Night]",Technical,triplets,,,0,1,27
"[Mouth, Eyes, Nose]",Technical,triplets,,,0,1,19
"[Red, Green, Yellow]",Technical,triplets,,,0,1,20
"[Shirt, Pants, Jacket]",Technical,triplets,,,0,1,22
*Climbing*,Actions,,,,1,1,10
*Cooking*,Actions,,,,1,1,9
*Exercising*,Actions,,,,1,1,12
*Flying*,Actions,,,,1,1,8
*Hitchhiking*,Actions,,,,1,1,13
*Mexican wave*,Actions,,,,1,1,14
*Running*,Actions,,,,1,1,9
*Shooting*,Actions,,,,1,1,10
*Surfing*,Actions,,,,1,1,9
*Sweeping*,Actions,,,,1,1,10
*typing*,Actions,,,,1,1,8
*walking*,Actions,,,,1,1,9
*Washing*,Actions,,,,1,1,9
30 seconds ,Games,Boardgame,,1,1,1,11
5 Love Languages,Language and Literature ,,,,1,1,16
Scooby-Doo,TV Show,,,,1,2,10
achy breaky heart,Music,,,,1,1,17
Ackermans,Companies,,,,1,1,
Ag nee man,Culture,South Africa,,1,1,1,10
Air Fryer,Things,,,,1,1,9
AK-47,Things,,,,0,1,5
Aladdin,Movies,,,,1,1,7
All the Single Ladies,Music,Lyrics,,,0,1,21
Alphabet,Companies,,,1,0,1,8
American Football,Sports,,,,1,1,17
Seinfeld,TV Show,,,,0,3,8
and united we shall stand,Music,Lyrics,,1,1,1,25
Ronda Rousey,People and Characters,Sports,UFC,,0,2,12
Pangea,Geography,Landmarks,,,0,2,6
Sherlock,TV Show,,,,1,2,8
artificial Intelligence,Technology,,,,1,1,23
As-salamu alaykum,Language and Literature ,Book,,1,0,1,17
Paris,Geography,City,,,0,1,5
"BAA, BAA, BLACK SHEEP",Music,Lyrics,,,1,1,21
Ryan Higa,People and Characters,Youtube,,,1,3,9
bafana bafana,Sports,,,,0,1,13
Bakkie,Things,South Africa,,1,1,1,6
Ryan Reynolds,People and Characters,Actor,,,1,1,13
baywatch,Movies,,,,1,1,8
Beauty and the Beast,Movies,,,,1,1,20
Simpsons,TV Show,,,,0,1,8
Skeem Saam,TV Show,,,1,1,3,10
Sky News,TV Show,,,,1,1,8
Billabong,Companies,,,,1,1,
Billie Jean,Music,Lyrics,,1,0,1,11
Bite the bullet,Language and Literature ,,,,0,1,15
Sachin Tendulkar,People and Characters,Sports,,,1,3,16
BlackBerry,Technology,Things,,,0,1,10
Pronutro,Food and Drink,,,,1,2,8
BMW,Companies,,,,0,1,3
BOBCAT,Animals,,,,0,1,6
Boer maak 'n plan,Culture,,,1,0,1,17
Roosterkoek,Food and Drink,,,1,0,2,11
Boet,Culture,,,1,1,1,4
Bohemian Rhapsody,Movies,Music,,,0,1,17
Bokke,Culture,,,1,1,1,5
Pennsylvania,Geography,Places,,,0,2,12
BP,Companies,,,,1,1,2
Braai Day,Events,Holidays,,1,0,1,9
Sopranos,TV Show,,,,0,2,8
Breaking the ice,Language and Literature ,,,,0,1,16
Saddam Hussein,People and Characters,Politician,,,0,2,14
brexit,History,,,,0,1,6
Bronze,Math and Science,,,,0,1,6
Saitama,People and Characters,Anime,,,1,3,7
Burger King,Companies,,,,0,1,11
Business day,Events,,,,1,1,
Peru,Geography,Country,,,0,2,4
Cape Protea,Nature,South Africa,,,0,1,11
Petra,Geography,Landmarks,,,0,2,5
Philadelphia,Geography,Places,,,0,3,12
Cape Town Klopse,Culture,,,1,1,1,16
Capitec,Companies,,,,1,1,7
Carbon,Math and Science,,,,0,1,6
South Park,TV Show,,,,1,1,10
casual day,Events,,,,0,1,
Sam Smith,People and Characters,Music,,,0,2,9
Sago Pudding,Food and Drink,,,,1,3,12
cheers,Language and Literature ,,,,1,1,6
Sashimi,Food and Drink,Meal,,,1,2,7
Chinese New Year,Events,,,,1,1,16
Chord,Things,Music,,,0,1,5
Samuel L. Jackson,People and Characters,Actor,,,1,1,17
Scarlett Johansson,People and Characters,Actor,,,0,1,18
Christmas Day,Events,,,,0,1,13
Cinderella,Movies,,,,1,1,10
Clicks,Companies,,,,0,1,6
Pluto,Geography,planet,,,1,1,5
Coca-Cola,Companies,,,,1,1,9
Coral Reef,Nature,,,,0,1,10
Schabir Shaik,People and Characters,Politician,,,1,2,13
COVID-19,History,Event,,,0,1,8
Cricket,Sports,,,,1,1,7
Sebastian Vettel,People and Characters,Sports,F1,,0,3,16
Star Trek,TV Show,,,,1,2,9
Serena Williams,People and Characters,Sports,Tennis,,0,2,15
Daily Sun,Companies,,,,0,1,
Daisies,Events,,,1,0,1,7
Dala what you must,Culture,Language and Literature,,1,0,1,18
Sergio Mendez,People and Characters,Music,,,0,2,13
Stranger Things,TV Show,,,,1,2,15
Dark Knight ,Movies,,,,1,1,12
Dassie,Culture,,,1,1,1,6
Decimals,Math and Science,,,,1,1,8
Despicable Me,Movies,,,,1,1,13
Pocono Mountains,Geography,Places,,,0,3,16
Discovery,Companies,,,,1,1,9
Superstore,TV Show,,,,1,1,10
Diwali,Events,Holidays,,,1,1,6
Shaka,People and Characters,,,,1,2,5
doom,Games,Things,,,1,1,
Survivor,TV Show,,,,0,1,8
drop it like it's hot,Music,Lyrics,,,1,1,21
dstv decoder,Things,,,1,1,1,12
Dune 2,Movies,,,,1,1,6
Portugal,Geography,Country,,,1,1,8
Shane Dawson,People and Characters,Youtube,,,0,3,12
E.T. ,Movies,,,,1,1,5
Sword Art Online,TV Show,Anime,,,1,3,16
Easter Monday,Events,,,,1,1,13
Potala Palace,Geography,Landmarks,,,1,2,13
Prague,Geography,Country,,,0,2,6
Elephant,Animals,,,,0,1,8
Pretoria,Geography,City,,1,0,1,8
Pyramids of Giza,Geography,Landmarks,,,0,2,16
Ted Talks,TV Show,,,,1,2,9
Every Breath You Take,Music,Lyrics,,,1,1,21
eye of tiger,Music,Lyrics,,,0,1,12
"Father, Son, Holy Spirit",Language and Literature ,triplets,,,0,1,24
the bbc,TV Show,,,,1,1,7
Shisa Nyama,Food and Drink,,,,1,3,11
FIFA World Cup,History,South Africa,,,1,1,14
Fifty Shades of Grey,Language and Literature ,,,,0,1,20
Fight Club,Movies,,,,0,1,10
Finding Nemo,Movies,,,,1,1,12
First national bank,Companies,,,1,0,1,19
flint,Things,,,,1,1,5
Football,Sports,,,,0,1,8
Foschini,Companies,,,1,1,1,8
Fractions,Math and Science,,,,0,1,9
Freedom Charter,History,South Africa,,1,0,1,15
Frozen,Movies,,,,0,1,6
Fynbos,Culture,,,1,1,1,6
The Boys,TV Show,,,,0,1,8
Shaquille O'Neal,People and Characters,Sports,Basketball,,0,2,16
Gangnam Style,Music,Lyrics,,,1,1,13
GBV,History,Event,,,0,1,3
Geometry,Math and Science,,,,0,1,8
Queenstown,Geography,,,,0,2,10
"get low, get low",Music,Lyrics,,,0,1,16
Giraffe,Animals,,,,1,1,7
Glacier,Nature,,,,1,1,7
Global Warming,Events,,,,0,1,14
Godfather,Movies,,,,1,1,9
Sheikh Hasina,People and Characters,Politician,,,1,3,13
Rome,Geography,City,,,0,1,4
Gone Girl,Language and Literature ,,,,0,1,9
Good Friday,Events,,,,1,1,11
gorilla,Animals,,,,0,1,7
Smiley,Food and Drink,,,1,0,3,6
Russia,Geography,Country,,,1,1,6
great gatsby,Language and Literature ,Book,,,1,1,12
San Salvador,Geography,City,,,0,3,12
Santiago,Geography,City,,,1,2,8
guy fawkes ,Events,,,,0,1,
happy birthday to you,Music,,,,1,1,21
"Harder, Better, Faster, Stronger",Music,Lyrics,,,1,1,32
Harry Potter and the Sorcerer's Stone,Movies,,,,1,1,37
Simone Biles,People and Characters,Sports,GYmnatists,,1,3,12
herbalife,Companies,,,,1,1,
hide and seek,Games,,,,0,1,
High school musical 3,Movies,,,,1,1,21
Hippopotamus,Animals,,,,0,1,12
Hiroshima,History,,,,1,1,9
Hockey,Sports,,,,1,1,6
Holocaust,History,,,,1,1,9
Honda,Companies,,,,1,1,5
Hot Springs,Nature,,,,0,1,11
hula hoop,Things,,,,1,1,9
Human Rights Day ,Events,,,,0,1,17
Hydrogen,Math and Science,,,,0,1,8
I have a dream,History,Event,,,0,1,14
I wanna be a billionaire,Music,Lyrics,,,1,1,24
"I'm blue, da ba dee da ba di",Music,Lyrics,,1,1,1,28
I'm every women,Music,Lyrics,,,1,1,15
Siya Kolisi,People and Characters,Sports,Rugby,,0,1,11
São Tomé and Príncipe,Geography,Country,,,0,3,21
iPad,Things,,,,0,1,4
Saudi Arabia,Geography,Country,,,0,1,12
it's too late to apologize,Music,Lyrics,,,0,1,26
scotland yard,Geography,,,,0,2,
jack and the beanstalk,Language and Literature ,,,,0,1,22
Slash,People and Characters,Music,,,0,2,5
Smosh,People and Characters,Youtube,,,1,3,5
Socrates,People and Characters,,,,0,3,8
Steri stumpie,Food and Drink,,,1,1,1,13
The Good Doctor,TV Show,,,,1,1,15
Seoul,Geography,City,,,0,2,5
Solomon Mahlangu,People and Characters,Politician,,,1,3,16
Son Goku,People and Characters,Anime,,,1,1,8
Johnson & Johnson,Companies,,,,0,1,17
Sterling Golden,People and Characters,Sports,wwe,,0,3,15
Jurassic Park,Movies,,,,1,1,13
Just keep swiming,Music,Lyrics,,1,1,1,17
Steve Biko,People and Characters,Politician,,1,1,1,10
Steve Redgrave,People and Characters,Sports,,,1,2,14
Kangaroo,Animals,,,,0,1,8
Steven Spielberg,People and Characters,Director,,,1,2,16
"Kaptein, van die sailor ",Music,Lyrics,,1,1,1,24
Stone Cold Steve Austin,People and Characters,Sports,WWE,,0,2,23
The Last Airbender,TV Show,,,,0,2,18
KFC,Companies,,,,1,1,3
Kiss me thru phone,Music,Lyrics,,,1,1,18
Superman,People and Characters,,,,0,1,8
Koeksisters,Culture,,,1,1,1,11
Koesisters,Culture,,,1,0,1,10
Laaitie,Culture,,,1,1,1,7
Labour Day,Events,,,,1,1,10
Taliep Petersen,People and Characters,South Africa,,,1,2,15
last christmas,Events,,,,0,1,
tarzan and Jane,People and Characters,,,,0,2,15
Tatjana Smith,People and Characters,Sports,,,1,2,13
Lekker,Culture,,,1,1,1,6
Swiss,Food and Drink,,,,0,1,5
Thabo Mbeki,People and Characters,Politician,,,1,2,11
Shard,Geography,Landmarks,,,0,3,5
let it burn,Music,Lyrics,,,1,1,11
the apostles,People and Characters,,,,1,2,12
like a g6,Music,,,,0,1,9
the da,People and Characters,,,,0,1,6
Shenzhen,Geography,City,,1,0,2,8
Long Walk to Freedom,Movies,South Africa,,1,1,1,20
The Office,TV Show,,,,1,2,10
lord of the rings,Language and Literature ,Book,,,0,1,17
The Umbrella Academy,TV Show,,,,1,1,20
Louis Vuitton,Companies,,,,0,1,13
The Voice,TV Show,,,,0,2,9
Macbeth,Language and Literature ,Plays,,,0,1,7
the first lady,People and Characters,,,,1,1,14
Sistine Chapel,Geography,Landmarks,,1,0,2,14
Somalia,Geography,Country,,,0,3,7
South Africa,Geography,Country,,1,1,1,12
The pussycat dolls,People and Characters,,,,1,1,18
The Shah ,People and Characters,Politician,,,0,3,9
south america,Geography,,,,0,1,13
Mascara,Things,triplets,,,1,1,7
matchbox,Things,,,,0,1,8
the smurfs,People and Characters,,,,0,1,10
McDonald's,Companies,,,,1,1,10
"Meow, Meow, Meow",Language and Literature ,Phonics,,,1,1,16
South Korea,Geography,Country,,,0,1,11
Spain,Geography,Country,,,0,1,5
