Word,Tag 1,Tag 2,Tag 3,South Africa,Colour,Difficulty,Length
Mickey Mantle,People and Characters,Sports,,,1,2,13
Raise Red Lantern,Movies,,,,1,2,17
Old Fashioned,Food and Drink,Drink,,,0,3,13
Miriam Makeba,People and Characters,Music,,,0,2,13
Pang Doodmaak,Language and Literature ,Book,,1,0,3,13
Mohamed Salah,People and Characters,Sports,Soccer,,1,2,13
Potala Palace,Geography,Landmarks,,,1,2,13
Potato Warras,Food and Drink,,,,1,2,13
Mother Teresa,People and Characters,,,,0,2,13
Rivonia Trial,History,,,,0,3,13
Nelly Furtado,People and Characters,Music,Artist,,1,2,13
ozzy osbourne,People and Characters,,,,0,2,13
Paul Levesque,People and Characters,Sports,,,1,2,13
Robert Mugabe,People and Characters,Politician,,,0,2,13
Robson Walton,People and Characters,Book,,,1,2,13
Secretarybird,Animals,,,,0,3,13
Roger Federer,People and Characters,Sports,Tennis,,0,2,13
Schabir Shaik,People and Characters,Politician,,,1,2,13
south america,Geography,,,,0,1,13
Standard Bank,Companies,,,,1,1,13
Steri stumpie,Food and Drink,,,1,1,1,13
Sergio Mendez,People and Characters,Music,,,0,2,13
the big hole ,Geography,,,,1,1,13
Django Unchained,Movies,,,,1,2,16
the scorpions,Companies,,,,0,1,13
the taj mahal,Geography,,,,0,1,13
Tatjana Smith,People and Characters,Sports,,,1,2,13
Twelfth Night,Language and Literature ,Plays,,,1,3,13
Dragonball Super,TV Show,Anime,,,0,2,16
Thomas Edison,People and Characters,,,,0,2,13
United States,Geography,Country,,,0,1,13
War and Peace,Events,,,,0,2,13
White Russian,Food and Drink,Drink,,,0,2,13
Daniel Craig,People and Characters,,,,1,2,12
*Exercising*,Actions,,,,1,1,12
FAHRENHEIT 9/11 ,Movies,,,,1,2,16
Arab Springs,History,Event,,,0,2,12
David Kramer,People and Characters,South Africa,,1,0,2,12
Black Beauty,Language and Literature ,,,,1,2,12
Pan's Labyrinth ,Movies,,,,1,2,16
Silence of Lambs,Movies,,,,0,2,16
Desmond Tutu,People and Characters,Politician,,1,1,2,12
Buenos Aires,Geography,City,Capital,,1,2,12
Burj Khalifa,Geography,Landmarks,,,1,3,12
Call of Duty,Games,,,,1,2,12
Chaos Theory,Math and Science,,,,1,3,12
chemotherapy,Math and Science,,,,1,2,12
Chess Boxing,Sports,,,,1,2,12
Chichen Itza,Geography,Landmarks,,,1,3,12
China Floods,History,Event,,,0,3,12
Color Purple,Language and Literature ,Book,,,0,2,12
Connect Four,Games,Boardgame,,,1,3,12
American Psycho,Movies,Indian,,,1,2,15
crazy eights,Games,,,,1,2,12
cryptography,Technology,,,,1,2,12
Graça Machel,People and Characters,South Africa,,,0,2,12
Real Housewives,TV Show,,,,0,2,15
Helen Suzman,People and Characters,Politician,,,1,2,12
Stranger Things,TV Show,,,,1,2,15
Denningvleis,Food and Drink,,,1,0,3,12
Jonty Rhodes,People and Characters,Sports,Cricket,1,0,2,12
Devil's Peak,Geography,Landmarks,,,0,1,12
dstv decoder,Things,,,1,1,1,12
Eiffel Tower,Geography,Landmarks,,,0,1,12
eye of tiger,Music,Lyrics,,,0,1,12
Adventure Time,TV Show,,,,1,2,14
cinderella man,Movies,,,,0,2,14
Frankenstein,Language and Literature ,,,,0,2,12
Freakonomics,Language and Literature ,Book,,,0,3,12
Fruity Loops,Music,,,1,1,3,12
Golden Ratio,Math and Science,,,,0,2,12
Khoi and San,People and Characters,South Africa,,1,1,2,12
Grand Canyon,Geography,Landmarks,,,0,1,12
great gatsby,Language and Literature ,Book,,,1,1,12
Hagia Sophia,Geography,Landmarks,,,0,3,12
Lizzie Magie,People and Characters,,,,0,2,12
Hippopotamus,Animals,,,,0,1,12
Hoʻoponopono,Language and Literature ,,,,1,3,12
Honey Badger,Animals,,,,0,2,12
Hubble's Law,Math and Science,,,,0,3,12
Hunger Games,Language and Literature ,Book,,,1,2,12
hurt so bad ,Music,Lyrics,,1,1,2,12
Mark Ruffalo,People and Characters,Actor,,,1,2,12
Meryl Streep,People and Characters,Actor,,,0,2,12
Johannesburg,Geography,City,,1,1,1,12
Oliver Tambo,People and Characters,Politician,,1,1,2,12
Ronda Rousey,People and Characters,Sports,UFC,,0,2,12
the apostles,People and Characters,,,,1,2,12
Adam Driver,People and Characters,Actor,,,0,2,11
Killer Whale,Animals,,,,0,2,12
Anwar Sadat,People and Characters,Politician,,,1,2,11
Chris Evans,People and Characters,Actor,,,0,2,11
lemon creams,Food and Drink,,,,1,1,12
Chris Pratt,People and Characters,Actor,,,1,2,11
House of Cards,TV Show,,,,1,2,14
FW de Klerk,People and Characters,Politician,,1,0,2,11
George Best,People and Characters,Sports,,,1,2,11
Pain and Glory,Movies,,,,1,2,14
Machu Picchu,Geography,Landmarks,,,0,2,12
Maoist China,History,Event,,,0,3,12
Koos Bekker,People and Characters,Politician,,,0,2,11
Marie Curie,People and Characters,,,,1,2,11
Memorial Day,Events,,,,0,2,12
P. W. BOtha,People and Characters,Politician,,1,0,2,11
Met Eish Bra,Culture,,,1,1,2,12
Paul Kagame,People and Characters,Politician,,,1,2,11
Möbius Strip,Math and Science,,,,0,3,12
RINGO STARR,People and Characters,Music,artist,,0,2,11
Thabo Mbeki,People and Characters,Politician,,,1,2,11
Oliver Twist,Language and Literature ,Book,,,1,1,12
Rick and Morty,TV Show,,,,1,2,14
Pearl Harbor,History,Event,,,0,1,12
Pennsylvania,Geography,Places,,,0,2,12
Philadelphia,Geography,Places,,,1,3,12
True Detective,TV Show,,,,0,2,14
V FOR VENDETTA,Movies,,,,1,2,14
Blood Diamond,Movies,,,,1,2,13
Theresa May,People and Characters,Politician,,,0,2,11
Rio Carnival,Events,,,,0,2,12
Tom Holland,People and Characters,Actor,,,1,2,11
Rubik's Cube,Things,,,,1,1,12
Sago Pudding,Food and Drink,,,,1,3,12
San Salvador,Geography,City,,,0,3,12
Saudi Arabia,Geography,Country,,,0,1,12
Saudi Aramco,Companies,,,1,1,3,12
Selfie Stick,Things,,,,0,1,12
tutankhamen,People and Characters,,,,0,2,11
Silent NIGHt,Music,,,,1,2,12
Woody Allen,People and Characters,Director,,,1,2,11
Snow Leopard,Animals,,,,0,1,12
South Africa,Geography,Country,,1,1,1,12
Soviet Union,History,,,,0,2,12
Table Tennis,Sports,,,,1,1,12
Thanksgiving,Events,,,,1,1,12
YoungstaCPT,People and Characters,Music,,,0,2,11
Gravity Falls,TV Show,,,,1,2,13
Tom Yum Soup,Food and Drink,Meal,,,0,3,12
Tomorrowland,Events,,,,0,3,12
Up the Creek,Events,,,,0,3,12
Whiskey Sour,Food and Drink,Drink,,,1,2,12
wooden spoon,Things,,,,1,1,12
Workers’ Day,Events,,,1,0,1,12
World War II,History,Wars,,,0,1,12
30 seconds ,Games,Boardgame,,1,1,1,11
3d printing,Technology,,,,1,2,11
Zoe Saldana,People and Characters,,,,1,2,11
art blakey,People and Characters,Music,Artist,,0,2,10
Carpenters,People and Characters,Music,,,1,2,10
Asimbonanga,Music,,,,1,3,11
balkan wars,History,,,,1,3,11
Berlin Wall,Geography,Landmarks,,,0,2,11
Noot vir Noot,TV Show,,,1,1,2,13
Billie Jean,Music,Lyrics,,1,0,1,11
Bin Rashied,Companies,,,1,0,2,11
Black Death,History,Event,,,1,2,11
Blue Cheese,Food and Drink,,,,1,1,11
Burger King,Companies,,,,0,1,11
Burning Man,Events,,,,0,2,11
Cape Colony,History,South Africa,,1,0,2,11
Cape Protea,Nature,South Africa,,,0,1,11
Chris Hani,People and Characters,Politician,,1,0,2,10
Emma Stone,People and Characters,Actor,,,1,2,10
Amazing Race,TV Show,,,,1,2,12
Henry Ford,People and Characters,,,,0,2,10
Duran Duran,Music,Lyrics,,,1,2,11
Durban July,Events,,,1,0,3,11
Eid al-fitr,Events,,,,1,2,11
Eina Malèna,Culture,,,1,1,2,11
IMAM Haron,People and Characters,,,1,1,2,10
Black Mirror,TV Show,,,,0,2,12
Frappuccino,Food and Drink,Drink,,,0,3,11
Freedom Day,Events,,,1,0,2,11
jake White,People and Characters,,,,0,2,10
Game Theory,Math and Science,,,,0,2,11
Kaytranada,People and Characters,Music,Artist,,1,2,10
Golden Dish,Geography,Places,,1,0,2,11
Good Friday,Events,,,,1,1,11
Grahamstown,Geography,Places,,1,0,2,11
Larry Bird,People and Characters,Sports,Basketball,,0,2,10
higgs boson,Technology,,,,1,2,11
Hot Springs,Nature,,,,0,1,11
Hueco Mundo,Language and Literature ,Places,,,0,3,11
Isahaya Bay,Geography,,,,1,3,11
Logan Paul,People and Characters,Youtube,,,1,2,10
Lucky Dube,People and Characters,Music,,1,0,2,10
Kite runner,Language and Literature ,Book,,,1,2,11
Klein Karoo,Geography,Landmarks,,,1,2,11
Mansa musa,People and Characters,Music,Artist,,1,2,10
Koeksisters,Culture,,,1,1,1,11
Rami Malek,People and Characters,Actor,,,0,2,10
Tony Blair,People and Characters,Politician,,,1,2,10
let it burn,Music,Lyrics,,,1,1,11
Awkwafina,People and Characters,Actor,,,0,2,9
Los Angeles,Geography,City,,,1,2,11
Demon Slayer,TV Show,Anime,,,1,2,12
Four Corners,Movies,South Africa,,1,0,2,12
Magna Carta,History,Event,,,0,2,11
magnum opus,Language and Literature ,,,,1,3,11
Prison Break,TV Show,,,,1,2,12
Bad Bunny,People and Characters,Music,Artist,,1,2,9
Mexico City,Geography,City,,,0,1,11
Motherboard,Technology,,,,0,2,11
Namaqualand,Geography,Landmarks,,,0,2,11
Netherlands,Geography,Country,,,1,2,11
New Zealand,Geography,Country,,,0,1,11
Oktoberfest,Events,,,,1,2,11
City of God,Movies,,,,1,2,11
Ouagadougou,Geography,City,,,0,3,11
Blackpink,People and Characters,Music,Artist,,0,2,9
Blink 182,People and Characters,Music,,,1,2,9
Peking Duck,Food and Drink,Meal,,,0,3,11
Pick 'n Pay,Companies,,,,1,1,11
Pina Colada,Food and Drink,Drink,,,0,2,11
Ray tracing,Technology,,,,1,3,11
Cleopatra,People and Characters,,,,0,2,9
Jan Smuts,People and Characters,Politician,,1,1,2,9
Roosterkoek,Food and Drink,,,1,0,2,11
say my name,Music,Lyrics,,,1,2,11
SEX Pistols,Music,Artist,,,1,3,11
Sharpeville,History,South Africa,,,1,1,11
Shisa Nyama,Food and Drink,,,,1,3,11
John Smit,People and Characters,Sports,Rugby,,0,2,9
South Korea,Geography,Country,,,0,1,11
Spanish Flu,History,Event,,,0,2,11
stenography,Things,,,,0,3,11
stethoscope,Things,,,,1,2,11
Switzerland,Geography,Country,,,0,2,11
Jon Jones,People and Characters,Sports,,,1,2,9
The Martian,Language and Literature ,,,,0,2,11
the red sea,geography,,,,0,1,11
The Witcher,Games,,,,1,3,11
king cone,People and Characters,,,,0,2,9
Tidal Waves,Nature,,,,0,2,11
Mark fish,People and Characters,Sports,Soccer,1,1,2,9
Trench Town,Geography,Places,,1,0,2,11
Sam Smith,People and Characters,Music,,,0,2,9
Tom Hanks,People and Characters,Actor,,,1,2,9
US Route 66,Geography,Places,,,0,3,11
Vietnam War,History,Wars,,,1,2,11
Toto Wolf,People and Characters,Sports,F1,,0,2,9
Coldplay,People and Characters,Music,,,1,2,8
World War I,History,Wars,,,0,1,11
Eyedress,People and Characters,Artist,,,0,2,8
Han Solo,People and Characters,,,,1,2,8
*Climbing*,Actions,,,,1,1,10
*Knitting*,Actions,,,,1,2,10
*Painting*,Actions,,,,1,2,10
*Shooting*,Actions,,,,1,1,10
*Sweeping*,Actions,,,,1,1,10
AfrikaBurn,Events,,,1,0,2,10
Ag nee man,Culture,South Africa,,1,1,1,10
Agapanthus,Nature,South Africa,,1,0,3,10
Andon Cord,Things,,,,1,3,10
Angkor Wat,Geography,Landmarks,,,0,3,10
Anglerfish,Animals,,,,0,3,10
AR Glasses,Technology,,,,1,2,10
blondie,People and Characters,Music,,,0,2,7
BlackBerry,Technology,Things,,,0,1,10
Blockchain,Technology,,,,0,2,10
Bouldering,Sports,,,,1,2,10
Bratislava,Geography,City,Capital,,1,3,10
Cape Verde,Geography,Country,,,0,3,10
Danny K,People and Characters,Music,Artist,1,1,2,7
cheese boy,Culture,,,1,1,2,10
MrBeast,People and Characters,Youtube,,,0,2,7
Madam & Eve,TV Show,,,1,1,2,11
Coral Reef,Nature,,,,0,1,10
Dark Souls,Games,,,,1,3,10
De Oranjes,History,,,,0,3,10
Death Star,Language and Literature ,Places,,,1,2,10
oppenheimer,Movies,,,,0,2,11
district 9,Movies,South Africa,,1,1,2,10
Zendaya,People and Characters,Actor,,,1,2,7
Family Guy,TV Show,,,,0,2,10
Home Alone,Movies,,,,1,2,10
Free State,Geography,Province,,,0,2,10
Fruit Cake,Food and Drink,,,,1,2,10
Gem Squash,Food and Drink,,,,1,3,10
inside out,Movies,,,,1,2,10
Joe Barber,Movies,South Africa,,1,0,2,10
fergie,People and Characters,,,,0,2,6
MasterChef,TV Show,,,,1,2,10
zapiro,People and Characters,,,,1,2,6
Scooby-Doo,TV Show,,,,1,2,10
heidi,People and Characters,,,,0,2,5
jelly tots,Food and Drink,,,1,0,1,10
Shaka,People and Characters,,,,1,2,5
The Office,TV Show,,,,1,2,10
Slash,People and Characters,Music,,,0,2,5
Frederick Carlton Lewis,People and Characters,Sports,,,1,3,23
Koesisters,Culture,,,1,0,1,10
Korean War,History,South Africa,,,0,2,10
Labour Day,Events,,,,1,1,10
Jack Roosevelt Robinson,People and Characters,Sports,,,0,3,23
Lion's ear,Nature,South Africa,,1,0,3,10
Joseph Clifford Montana,People and Characters,Sports,,,1,3,23
Franklin D. Roosevelt,People and Characters,Politician,,,0,3,21
Benedict Cumberbatch,People and Characters,Actor,,,1,3,20
Lucky Star,Food and Drink,,,1,1,2,10
Luxembourg,Geography,Country,,,0,3,10
maher zain,Music,Artist,,,1,3,10
Maine Coon,Animals,,,,0,2,10
Martina Navratilova,People and Characters,Sports,Tennis,,0,3,19
Mardi Gras,Events,,,,1,2,10
Backstage,TV Show,,,1,0,2,9
Eldrick Tont Woods,People and Characters,Sports,Golf,,1,3,18
McDonald's,Companies,,,,1,1,10
Micronesia,Geography,Country,,,0,3,10
Microphone,Things,,,,1,1,10
Johannes Gutenberg,People and Characters,,,1,0,3,18
Monkey Pox,Math and Science,,,,0,2,10
Montenegro,Geography,Country,,,0,3,10
morse code,Technology,,,,1,2,10
Motherwell,Geography,City ,,,0,3,10
Mount Fuji,Geography,Landmarks,,,1,2,10
Mozzarella,Food and Drink,,,,1,1,10
mrs ball's,Food and Drink,,,,1,1,10
Nokia 3310,Technology,Things,,,1,1,10
Old Mutual,Companies,,,,0,1,10
Penicillin,Math and Science,,,,0,2,10
Pickleball,Sports,,,,1,2,10
Pictionary,Games,Boardgame,,,1,2,10
Marnus Labuschagne,People and Characters,Sports,Cricket,,1,3,18
Queenstown,Geography,,,,0,2,10
Rainforest,Nature,,,,1,1,10
Henry Louis Aaron,People and Characters,Sports,,,0,3,17
Ring Light,Things,,,,0,1,10
say ma now,Culture,,,,1,2,10
Big Mouth,TV Show,,,,1,2,9
Section 33,Math and Science,,,,0,3,10
Silverfish,Animals,,,,0,1,10
Boileroom,TV Show,,,,0,2,9
Boondocks,TV Show,,,,1,2,9
Space Race,History,Event,,,1,2,10
Kill Bill,Movies,,,,0,2,9
Luciano Pavarotti,People and Characters,Music,Artist,,1,3,17
Stonehenge,Geography,Landmarks,,,0,3,10
suez canal,Geography,Landmarks,,1,0,2,10
One Piece,TV Show,Anime,,,0,2,9
tamagotchi,Things,,,,1,1,10
Star Trek,TV Show,,,,1,2,9
Ted Talks,TV Show,,,,1,2,9
Masashi Kishimoto,People and Characters,,,,0,3,17
Pieter Groenewald,People and Characters,Politician,,,1,3,17
TV license,Things,,,,1,1,10
The Voice,TV Show,,,,0,2,9
AINSLEY HARRIOTT,People and Characters,,,,0,3,16
voetstoots,Culture,,,1,1,2,10
Volleyball,Sports,,,,1,2,10
Vulindlela,Music,,,1,1,3,10
Water Polo,Sports,,,,1,1,10
Wellington,Geography,City,Capital,,0,3,10
Whirlpools,Nature,,,,0,1,10
Albertina Sisulu,People and Characters,Politician,,,1,3,16
Woolworths,Companies,,,,1,1,10
Francois Pienaar,People and Characters,Sports,Rugby,,0,3,16
*Cooking*,Actions,,,,1,1,9
*Running*,Actions,,,,1,1,9
*Surfing*,Actions,,,,1,1,9
*walking*,Actions,,,,1,1,9
*Washing*,Actions,,,,1,1,9
Air Fryer,Things,,,,1,1,9
Die hard,Movies,,,,1,2,8
Alchemist,Language and Literature ,Book,,,1,2,9
Argentina,Geography,Country,,,0,1,9
Sachin Tendulkar,People and Characters,Sports,,,1,3,16
Armadillo,Animals,,,,1,2,9
Australia,Geography,Country,,,1,1,9
Sebastian Vettel,People and Characters,Sports,F1,,0,3,16
Futurama,TV Show,,,,1,2,8
Solomon Mahlangu,People and Characters,Politician,,,1,3,16
Badminton,Sports,,,,0,2,9
bethlehem,Geography,Landmarks,,,0,2,9
Big Magic,Language and Literature ,,,,1,2,9
invictus,Movies,South Africa,,1,1,2,8
Fernando Alonso,People and Characters,Sports,F1,,0,3,15
Kurosaki Ichigo,People and Characters,Anime,,,1,3,15
Bobsleigh,Sports,,,,0,3,9
Boerewors,Food and Drink,,,1,1,1,9
Isidingo,TV Show,,,1,0,2,8
Muvhango,TV Show,,,1,1,2,8
Braai Day,Events,Holidays,,1,0,1,9
Bucharest,Geography,City,Capital,,0,3,9
Camembert,Food and Drink,,,,0,2,9
Cape Aloe,Nature,South Africa,,1,0,2,9
Cape Town,Geography,City,,1,1,1,9
Chakalaka,Food and Drink,,,1,1,2,9
Sterling Golden,People and Characters,Sports,wwe,,0,3,15
Coca-Cola,Companies,,,,1,1,9
Colosseum,Geography,Landmarks,,,0,2,9
Coruscant,Language and Literature ,Places,,,1,3,9
Despacito,Music,Lyrics,,1,1,2,9
Discovery,Companies,,,,1,1,9
Divergent,Language and Literature ,,,,0,2,9
Dri Buddi,Things,,,1,0,2,9
driftwood,Nature,,,,0,2,9
Empanadas,Food and Drink,Meal,,1,1,3,9
fenugreek,Food and Drink,,,,1,3,9
FirstRand,Companies,,,,0,2,9
Formula E,Sports,,,,0,2,9
Fractions,Math and Science,,,,0,1,9
Parasite,Movies,,,,1,2,8
Gold Rush,History,,,,0,2,9
Goldfinch,Language and Literature ,Book,,,1,3,9
Gone Girl,Language and Literature ,,,,0,1,9
Hiroshima,History,,,,1,1,9
Holocaust,History,,,,1,1,9
Hopscotch,Games,,,,0,2,9
hula hoop,Things,,,,1,1,9
ibuprofen,Math and Science,,,,1,2,9
Indonesia,Geography,Country,,,0,2,9
iPHONE SE,Things,,,,0,2,9
Ismaël Lô,Music,Artist,,,0,3,9
Jägerbomb,Food and Drink,Drink,,,0,2,9
Tim Berners-Lee,People and Characters,,,,1,3,15
Ahmed Kathrada,People and Characters,Politician,,,0,3,14
Alfredo Bowman,People and Characters,,,,1,3,14
Alisson Becker,People and Characters,Sports,Soccer,,0,3,14
Sarafina,Movies,South Africa,,1,1,2,8
Donald Bradman,People and Characters,Sports,,,1,3,14
like a g6,Music,,,,0,1,9
Erling Haaland,People and Characters,Sports,Soccer,1,0,3,14
Minecraft,Games,,,,1,2,9
moby dick,Language and Literature ,Book,,,0,1,9
New Delhi,Geography,City,Capital,,0,1,9
Sherlock,TV Show,,,,1,2,8
Oppikoppi,Events,,,1,0,3,9
Ouroboros,history,,,,1,3,9
Perlemoen,Food and Drink,,,,1,3,9
Novak Djokovic,People and Characters,Sports,,,1,3,14
Potjiekos,Food and Drink,,,1,0,2,9
Quidditch,Sports,,,,1,2,9
Petros Sampras,People and Characters,Sports,,1,0,3,14
Red Panda,Animals,,,,1,1,9
red rover,Games,,,,1,2,9
Phetogo Molawa,People and Characters,South Africa,,,1,3,14
Arnold Palmer,People and Characters,,,,0,3,13
Sceletium,Nature,South Africa,,1,1,2,9
Scorpions,Companies,Animals,,1,1,2,9
sellotape,Things,,,,1,1,9
skilpoppe,Language and Literature ,Book,,1,1,3,9
Sopranos,TV Show,,,,0,2,8
The Wire,TV Show,,,,1,2,8
30 Rock,TV Show,,,,1,2,7
Stockholm,Geography,City,Capital,1,0,3,9
Taekwondo,Sports,,,,1,2,9
Taj Mahal,Geography,Landmarks,,1,0,1,9
Firefly,TV Show,,,,1,2,7
Hugh Masekela,People and Characters,Music,,,1,3,13
Get Out,Movies,,,,1,2,7
the world,Geography,,,,0,1,9
toblerone,Things,,,,0,1,9
Tokoloshe,Culture,,,1,1,2,9
Tokoloshi,Culture,,,1,0,1,9
Jenna Marbles,People and Characters,Youtube,,,0,3,13
Johann Rupert,People and Characters,Politician,,1,1,3,13
John Herschel,People and Characters,,,,0,3,13
Mad Men,TV Show,,,,1,2,7
Triathlon,Sports,,,,1,2,9
Volkstaat,Geography,Places,,3,1,3,9
X-Files,TV Show,,,,1,2,7
Bleach,TV Show,Anime,,,1,2,6
yesterday,Music,,,,1,1,9
Youth Day,Events,,,1,0,1,9
*Flying*,Actions,,,,1,1,8
*typing*,Actions,,,,1,1,8
1 2 Step,Music,,,,1,2,8
Dexter,TV Show,,,,1,2,6
Alabasta,Language and Literature ,Places,,,0,2,8
Alhambra,Geography,Country,,,0,3,8
Alphabet,Companies,,,1,0,1,8
AmaXhosa,Language and Literature ,,,1,1,3,8
Aneesa's,Companies,,,1,1,2,8
Kylian Mbappé,People and Characters,Sports,Soccer,,1,3,13
babirusa,Animals,,,,0,3,8
Bayer AG,Companies,,,,1,3,8
Jumper,Movies,,,,1,2,6
Becoming,Language and Literature ,Book,,,0,2,8
Blobfish,Animals,,,,1,3,8
Boer War,History,South Africa,,1,0,2,8
Brasília,Geography,City,,,1,2,8
calabash,Nature,South Africa,,1,0,2,8
Calculus,Math and Science,,,,0,2,8
Marlon Brando,People and Characters,,,,0,3,13
Canberra,Geography,City,,,1,2,8
Canoeing,Sports,,,,0,2,8
Capybara,Animals,,,,0,2,8
Caracara,Music,Lyrics,,,0,3,8
Chappies,Food and Drink,,,1,0,2,8
Chevron ,Companies,,,,0,2,8
Nipsey Hussle,People and Characters,Music,,,1,3,13
COVID-19,History,Event,,,0,1,8
Crusades,History,,,,0,2,8
daltjies,Food and Drink,,,1,1,2,8
Decimals,Math and Science,,,,1,1,8
Psycho,Movies,,,,0,2,6
Disgrace,Language and Literature ,Book,,,0,3,8
Djibouti,Geography,Country,,,1,3,8
E-Reader,Technology,,,,0,2,8
Educated,Language and Literature ,Book,,,1,2,8
Elephant,Animals,,,,0,1,8
WALL-E,Movies,,,,1,2,6
Princess Leia,People and Characters,,,,0,3,13
Florence,Things,,,,1,2,8
Football,Sports,,,,0,1,8
Foschini,Companies,,,1,1,1,8
Fractals,Math and Science,,,,0,2,8
Creed,Movies,,,,1,2,5
Gaborone,Geography,City,Capital,,0,3,8
Geometry,Math and Science,,,,0,1,8
Grillers,Language and Literature ,Book,,1,1,3,8
Gulf War,History,South Africa,,,1,3,8
Sheikh Hasina,People and Characters,Politician,,,1,3,13
spud,Movies,,,,0,2,4
Hanukkah,Events,,,,1,2,8
Hydrogen,Math and Science,,,,0,1,8
Uchiha Sasuke,People and Characters,Anime,,,0,3,13
Queer Eye for the Straight Guy,TV Show,,,,1,3,30
Isibindi,Culture,,,1,0,3,8
Rocky Aur Rani Ki Prem Kahani,Movies,Indian,,,1,3,29
JPMorgan,Companies,,,1,0,2,8
Kangaroo,Animals,,,,0,1,8
Kinshasa,Geography,City,,,0,3,8
Malaysia,Geography,Country,,,1,1,8
Maldives,Geography,Country,,,1,3,8
Massmart,Companies,,,,1,3,8
matchbox,Things,,,,0,1,8
Melktert,Food and Drink,,,1,0,2,8
Momentum,Math and Science,Company,,,1,1,8
Monopoly,Games,Boardgame,,,1,1,8
Moussaka,Food and Drink,Meal,,,1,3,8
Neon Genesis Evangelion,TV Show,Anime,,,1,3,23
Grave of the Fireflies,Movies,Anime,,,1,3,22
Nagasaki,History,,,,0,1,8
New York,Geography,City,,,1,1,8
Nik Naks,Food and Drink,,,1,0,1,8
NItrogen,Math and Science,,,,0,1,8
Orodruin,Language and Literature ,Places,,,0,3,8
Outliers,Language and Literature ,,,,0,1,8
Pad Thai,Food and Drink,Meal,,,1,3,8
Pangolin,Animals,,,,0,3,8
Kabhi Kushi Kabhi Gham,Movies,Indian,,,0,3,22
Parmesan,Food and Drink,,,,1,1,8
Phumakim,Music,Lyrics,,1,1,3,8
Platypus,Animals,,,,1,2,8
Athol Fugard,People and Characters,,,,1,3,12
Portugal,Geography,Country,,,1,1,8
Pretoria,Geography,City,,1,0,1,8
Pronutro,Food and Drink,,,,1,2,8
rat king,Math and Science,,,1,1,2,8
Rondavel,Culture,,,1,1,2,8
Run Jozi,Music,Lyrics,,1,1,2,8
Santiago,Geography,City,,,1,2,8
Arrested Development,TV Show,,,,1,3,20
Battlestar Galactica,TV Show,,,,1,3,20
Shenzhen,Geography,City,,1,0,2,8
Curb Your Enthusiasm,TV Show,,,,1,3,20
Shoebill,Animals,,,,0,3,8
Shoprite,Companies,,,,1,1,8
Grand Budapest Hotel,Movies,,,,0,3,20
Sinkhole,Nature,,,,0,2,8
Parks and Recreation,TV Show,,,,1,3,20
Isabel Perón,People and Characters,,,,0,3,12
Light Yagami,People and Characters,Anime,,,1,3,12
REQUIEM FOR A DREAM ,Movies,,,,1,3,20
Starlink,Technology,,,,0,3,8
Superego,Music,,,,1,3,8
Shane Dawson,People and Characters,Youtube,,,0,3,12
Suriname,Geography,Country,,,0,3,8
Kat and the Kings,Movies,South Africa,,1,0,3,17
Thailand,Geography,Country,,,0,1,8
Princess Mononoke,Movies,,,,1,3,17
King of the Hill,TV Show,,,,1,3,16
Tiramisu,Food and Drink,Meal,,,1,3,8
Sword Art Online,TV Show,Anime,,,1,3,16
Transkei,Geography,,,,0,2,8
Tymebank,Companies,,,1,0,1,8
Uieslaai,Food and Drink,,,1,0,2,8
Vaseline,Companies,,,,1,1,8
Vuvuzela,Culture,,,1,1,1,8
whatsapp,Companies,,,,0,1,8
Yebo yes,Culture,,,1,1,2,8
BoJack Horseman,TV Show,,,,0,3,15
7 cards,Games,,,,1,2,7
Good Bye Lenin!,Movies,,,,1,3,15
Andorra,Geography,Country,,,1,3,7
Arduino,Companies,Technology,,,0,3,7
Axolotl,Animals,,,,0,3,7
Aye-aye,Animals,,,,0,3,7
Azkaban,Language and Literature ,Places,,,0,3,7
Barakat,Food and Drink,Meal,,1,0,2,7
Simone Biles,People and Characters,Sports,GYmnatists,,1,3,12
Bobotie,Food and Drink,,,1,1,2,7
Bokkoms,Food and Drink,,,1,1,3,7
Bromine,Math and Science,,,,0,3,7
Calgary,Geography,City,,,0,3,7
Capitec,Companies,,,,1,1,7
Caracal,Animals,,,,0,2,7
Cheddar,Food and Drink,,,,0,1,7
Churros,Food and Drink,Meal,,1,0,2,7
Comoros,Geography,Country,,,0,3,7
Corsair,Companies,,,,0,3,7
Cricket,Sports,,,,1,1,7
Daisies,Events,,,1,0,1,7
Alan Turing,People and Characters,,,,0,3,11
Docside,Geography,Places,,,0,2,7
Echidna,Animals,,,,0,3,7
Eritrea,Geography,Country,,,0,3,7
Fajitas,Food and Drink,Meal,,,0,3,7
Falafel,Food and Drink,Meal,,,0,2,7
Altered Carbon,TV Show,,,,1,3,14
Peaky Blinders,TV Show,,,,1,3,14
Germany,Geography,Country,,,0,1,7
Project Runway,TV Show,,,,0,3,14
Giraffe,Animals,,,,1,1,7
Glacier,Nature,,,,1,1,7
Glasgow,Geography,City ,,,1,2,7
gorilla,Animals,,,,0,1,7
Goulash,Food and Drink,Meal,,,0,3,7
Hadedas,Animals,South Africa,,1,0,2,7
Jakarta,Geography,City,Capital,,0,3,7
Kabaddi,Sports,,,,0,3,7
kap tol,Games,Culture,,,0,3,7
Kashmir,Music,Song,,,1,3,7
